"","School","State","School.Type","Total.Disbursements","Year"
"8933","HAYWOOD COMMUNITY COLLEGE","NC","PUBLIC",199553,"2011_2012"
"8934","MCDOWELL TECHNICAL COMMUNITY COLLEGE","NC","PUBLIC",1291039,"2011_2012"
"8935","SOUTHWESTERN COMMUNITY COLLEGE","NC","PUBLIC",2212412,"2011_2012"
"8936","NASH COMMUNITY COLLEGE","NC","PUBLIC",2605256,"2011_2012"
"8937","BEAUFORT COUNTY COMMUNITY COLLEGE","NC","PUBLIC",3433007,"2011_2012"
"8938","ROBESON COMMUNITY COLLEGE","NC","PUBLIC",3606974,"2011_2012"
"8939","ROANOKE CHOWAN COMMUNITY COLLEGE","NC","PUBLIC",528828,"2011_2012"
"8940","EDGECOMBE COMMUNITY COLLEGE","NC","PUBLIC",3900755,"2011_2012"
"8941","EMPIRE BEAUTY SCHOOL","NC","PROPRIETARY",3888726,"2011_2012"
"8942","JOHNSTON COMMUNITY COLLEGE","NC","PUBLIC",6570599,"2011_2012"
"8943","TRI-COUNTY COMMUNITY COLLEGE","NC","PUBLIC",634361,"2011_2012"
"8944","PIEDMONT COMMUNITY COLLEGE","NC","PUBLIC",1282586,"2011_2012"
"8945","BLUE RIDGE COMMUNITY COLLEGE","NC","PUBLIC",25374,"2011_2012"
"8946","VANCE - GRANVILLE COMMUNITY COLLEGE","NC","PUBLIC",2526844,"2011_2012"
"8947","SOUTH COLLEGE","NC","PROPRIETARY",2723118,"2011_2012"
"8948","MAYLAND COMMUNITY COLLEGE","NC","PUBLIC",513350,"2011_2012"
"8949","PAUL MITCHELL THE SCHOOL FAYETTEVILLE","NC","PROPRIETARY",3310035,"2011_2012"
"8950","MITCHELL'S HAIR STYLING ACADEMY","NC","PROPRIETARY",574708,"2011_2012"
"8951","ART INSTITUTE OF CHARLOTTE (THE)","NC","PROPRIETARY",31962280,"2011_2012"
"8952","COLLEGE OF WILMINGTON","NC","PROPRIETARY",521360,"2011_2012"
"8953","FAYETTEVILLE BEAUTY COLLEGE","NC","PROPRIETARY",241864,"2011_2012"
"8954","MITCHELL'S HAIR STYLING ACADEMY","NC","PROPRIETARY",12577,"2011_2012"
"8955","MID-ATLANTIC CHRISTIAN UNIVERSITY","NC","PRIVATE",1361503,"2011_2012"
"8956","PINNACLE INSTITUTE OF COSMETOLOGY","NC","PROPRIETARY",472711,"2011_2012"
"8957","REGENCY BEAUTY INSTITUTE","NC","PROPRIETARY",1013544,"2011_2012"
"8958","HERITAGE BIBLE COLLEGE","NC","PRIVATE",369368,"2011_2012"
"8959","CAROLINAS COLLEGE OF HEALTH SCIENCES","NC","PUBLIC",1791388,"2011_2012"
"8960","SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA","NC","PROPRIETARY",8892118,"2011_2012"
"8961","MEDICAL ARTS SCHOOL (THE)","NC","PROPRIETARY",1465515,"2011_2012"
"8962","APEX SCHOOL OF THEOLOGY","NC","PRIVATE",7588138,"2011_2012"
"8963","SOUTHEASTERN INSTITUTE","NC","PROPRIETARY",2678803,"2011_2012"
"8964","CAROLINA CHRISTIAN COLLEGE","NC","PRIVATE",388136,"2011_2012"
"8965","HOOD THEOLOGICAL SEMINARY","NC","PRIVATE",2976651,"2011_2012"
"8966","DURHAM BEAUTY ACADEMY","NC","PROPRIETARY",803886,"2011_2012"
"8967","PAUL MITCHELL THE SCHOOL GASTONIA","NC","PROPRIETARY",3873724,"2011_2012"
"8968","NEW LIFE THEOLOGICAL SEMINARY","NC","PRIVATE",1663311,"2011_2012"
"8969","JUNG TAO SCHOOL OF CLASSICAL CHINESE MEDICINE","NC","PRIVATE",381032,"2011_2012"
"8970","TECHSKILLS - CHARLOTTE","NC","PROPRIETARY",26582,"2011_2012"
"8971","CAROLINA SCHOOL OF BROADCASTING","NC","PROPRIETARY",335066,"2011_2012"
"8972","REGINA'S COLLEGE OF BEAUTY","NC","PROPRIETARY",1426930,"2011_2012"
"8973","HEALTH AND STYLE INSTITUTE","NC","PROPRIETARY",594361,"2011_2012"
"8974","CENTER FOR MASSAGE & NATURAL HEALTH","NC","PROPRIETARY",182073,"2011_2012"
"8975","AVEDA INSTITUTE CHAPEL HILL","NC","PROPRIETARY",1840034,"2011_2012"
"8976","CHARLOTTE SCHOOL OF LAW","NC","PROPRIETARY",48595087,"2011_2012"
"8977","DAOIST TRADITIONS COLLEGE OF CHINESE MEDICAL ARTS","NC","PROPRIETARY",1183868,"2011_2012"
"8978","PARK WEST BARBER SCHOOL","NC","PROPRIETARY",1972580,"2011_2012"
"8979","CAROLINA COLLEGE OF BIBLICAL STUDIES","NC","PRIVATE",261546,"2011_2012"
"8980","BODY THERAPY INSTITUTE","NC","PROPRIETARY",278038,"2011_2012"
"8981","SHEPHERDS THEOLOGICAL SEMINARY","NC","PRIVATE",15027,"2011_2012"
"8982","GRACE COLLEGE OF DIVINITY","NC","PRIVATE",89339,"2011_2012"
"8983","PAUL MITCHELL THE SCHOOL RALEIGH","NC","PROPRIETARY",598817,"2011_2012"
"8984","MYCOMPUTERCAREER.COM","NC","PROPRIETARY",2237,"2011_2012"
"8985","BISMARCK STATE COLLEGE","ND","PUBLIC",11530900,"2011_2012"
"8986","DICKINSON STATE UNIVERSITY","ND","PUBLIC",6341310,"2011_2012"
"8987","JAMESTOWN COLLEGE","ND","PRIVATE",4562109,"2011_2012"
"8988","LAKE REGION STATE COLLEGE","ND","PUBLIC",2670022,"2011_2012"
"8989","UNIVERSITY OF MARY","ND","PRIVATE",21440674,"2011_2012"
"8990","MAYVILLE STATE UNIVERSITY","ND","PUBLIC",4032351,"2011_2012"
"8991","MINOT STATE UNIVERSITY","ND","PUBLIC",10094526,"2011_2012"
"8992","DAKOTA COLLEGE AT BOTTINEAU","ND","PUBLIC",2209895,"2011_2012"
"8993","NORTH DAKOTA STATE COLLEGE OF SCIENCE","ND","PUBLIC",10171349,"2011_2012"
"8994","NORTH DAKOTA STATE UNIVERSITY - MAIN CAMPUS - FARGO","ND","PUBLIC",56310140,"2011_2012"
"8995","UNIVERSITY OF NORTH DAKOTA","ND","PUBLIC",79673115,"2011_2012"
"8996","WILLISTON STATE COLLEGE","ND","PUBLIC",1830979,"2011_2012"
"8997","VALLEY CITY STATE UNIVERSITY","ND","PUBLIC",4326340,"2011_2012"
"8998","JOSEFS SCHOOL OF HAIR DESIGN","ND","PROPRIETARY",691241,"2011_2012"
"8999","SANFORD COLLEGE OF NURSING","ND","PRIVATE",574430,"2011_2012"
"9000","JOSEF'S SCHOOL OF HAIR DESIGN","ND","PROPRIETARY",819754,"2011_2012"
"9001","TRINITY BIBLE COLLEGE","ND","PRIVATE",1499615,"2011_2012"
"9002","JZ TREND ACADEMY PAUL MITCHELL PARTNER SCHOOL","ND","PROPRIETARY",336382,"2011_2012"
"9003","UNITED TRIBES TECHNICAL COLLEGE","ND","PRIVATE",1681238,"2011_2012"
"9004","HEADQUARTERS ACADEMY OF HAIR DESIGN","ND","PROPRIETARY",305069,"2011_2012"
"9005","MOLER BARBER COLLEGE OF HAIR STYLING","ND","PROPRIETARY",39039,"2011_2012"
"9006","SALON PROFESSIONAL ACADEMY (THE)","ND","PROPRIETARY",629718,"2011_2012"
"9007","HAIR ACADEMY (THE)","ND","PROPRIETARY",325676,"2011_2012"
"9008","CHADRON STATE COLLEGE","NE","PUBLIC",9939475,"2011_2012"
"9009","COLLEGE OF SAINT MARY","NE","PRIVATE",10069645,"2011_2012"
"9010","CONCORDIA UNIVERSITY","NE","PRIVATE",10812095,"2011_2012"
"9011","CREIGHTON UNIVERSITY","NE","PRIVATE",136665100,"2011_2012"
"9012","DOANE COLLEGE","NE","PRIVATE",16787495,"2011_2012"
"9013","GRACE UNIVERSITY","NE","PRIVATE",2613869,"2011_2012"
"9014","HASTINGS COLLEGE","NE","PRIVATE",8185877,"2011_2012"
"9015","UNIVERSITY OF NEBRASKA - KEARNEY","NE","PUBLIC",28030026,"2011_2012"
"9016","MIDLAND UNIVERSITY","NE","PRIVATE",7545298,"2011_2012"
"9017","UNIVERSITY OF NEBRASKA - OMAHA","NE","PUBLIC",60484030,"2011_2012"
"9018","NEBRASKA WESLEYAN UNIVERSITY","NE","PRIVATE",12610921,"2011_2012"
"9019","MID-PLAINS COMMUNITY COLLEGE","NE","PUBLIC",2780650,"2011_2012"
"9020","PERU STATE COLLEGE","NE","PUBLIC",8295612,"2011_2012"
"9021","WESTERN NEBRASKA COMMUNITY COLLEGE","NE","PUBLIC",2384376,"2011_2012"
"9022","UNION COLLEGE","NE","PRIVATE",6999748,"2011_2012"
"9023","UNIVERSITY OF NEBRASKA","NE","PUBLIC",111505609,"2011_2012"
"9024","WAYNE STATE COLLEGE","NE","PUBLIC",13463393,"2011_2012"
"9025","YORK COLLEGE","NE","PRIVATE",3356125,"2011_2012"
"9026","BRYAN COLLEGE OF HEALTH SCIENCES","NE","PRIVATE",4944697,"2011_2012"
"9027","NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH","NE","PRIVATE",7651735,"2011_2012"
"9028","UNIVERSITY OF NEBRASKA MEDICAL CENTER","NE","PUBLIC",46683399,"2011_2012"
"9029","VATTEROTT COLLEGE","NE","PROPRIETARY",7831690,"2011_2012"
"9030","ALEGENT HEALTH SCHOOLS","NE","PRIVATE",87383,"2011_2012"
"9031","LA'JAMES INTERNATIONAL COLLEGE","NE","PROPRIETARY",319157,"2011_2012"
"9032","CAPITOL SCHOOLS OF HAIRSTYLING","NE","PROPRIETARY",906279,"2011_2012"
"9033","BELLEVUE UNIVERSITY","NE","PRIVATE",72184936,"2011_2012"
"9034","CLARKSON COLLEGE","NE","PRIVATE",10079174,"2011_2012"
"9035","JOSEPH'S COLLEGE COSMETOLOGY","NE","PROPRIETARY",2893209,"2011_2012"
"9036","NORTHEAST COMMUNITY COLLEGE","NE","PUBLIC",8272053,"2011_2012"
"9037","METROPOLITAN COMMUNITY COLLEGE","NE","PUBLIC",12232874,"2011_2012"
"9038","NEBRASKA CHRISTIAN COLLEGE","NE","PRIVATE",709944,"2011_2012"
"9039","COLLEGE OF HAIR DESIGN","NE","PROPRIETARY",2537481,"2011_2012"
"9040","CENTRAL COMMUNITY COLLEGE","NE","PUBLIC",7744497,"2011_2012"
"9041","SOUTHEAST COMMUNITY COLLEGE","NE","PUBLIC",33459596,"2011_2012"
"9042","XENON INTERNATIONAL ACADEMY II","NE","PROPRIETARY",2244543,"2011_2012"
"9043","CREATIVE CENTER (THE)","NE","PROPRIETARY",2580568,"2011_2012"
"9044","MYOTHERAPY INSTITUTE","NE","PROPRIETARY",273890,"2011_2012"
"9045","UNIVERSAL COLLEGE OF HEALING ARTS","NE","PROPRIETARY",290628,"2011_2012"
"9046","COLBY-SAWYER COLLEGE","NH","PRIVATE",10021225,"2011_2012"
"9047","DARTMOUTH COLLEGE","NH","PRIVATE",29619078,"2011_2012"
"9048","FRANKLIN PIERCE UNIVERSITY","NH","PRIVATE",23604748,"2011_2012"
"9049","MONADNOCK COMMUNITY COLLEGE","NH","PUBLIC",543458,"2011_2012"
"9050","NEW ENGLAND COLLEGE","NH","PRIVATE",17184274,"2011_2012"
"9051","SOUTHERN NEW HAMPSHIRE UNIVERSITY","NH","PRIVATE",145391307,"2011_2012"
"9052","NHTI  - CONCORD'S COMMUNITY COLLEGE","NH","PUBLIC",17762729,"2011_2012"
"9053","MANCHESTER COMMUNITY COLLEGE","NH","PUBLIC",9315737,"2011_2012"
"9054","GREAT BAY COMMUNITY COLLEGE","NH","PUBLIC",6520864,"2011_2012"
"9055","RIVIER UNIVERSITY","NH","PRIVATE",15299463,"2011_2012"
"9056","SAINT ANSELM COLLEGE","NH","PRIVATE",15143219,"2011_2012"
"9057","UNIVERSITY OF NEW HAMPSHIRE","NH","PUBLIC",106658379,"2011_2012"
"9058","KEENE STATE COLLEGE","NH","PUBLIC",35780855,"2011_2012"
"9059","PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHI","NH","PUBLIC",47474196,"2011_2012"
"9060","MOUNT WASHINGTON COLLEGE","NH","PROPRIETARY",15942357,"2011_2012"
"9061","DANIEL WEBSTER COLLEGE","NH","PROPRIETARY",7340343,"2011_2012"
"9062","CHESTER COLLEGE OF NEW ENGLAND","NH","PRIVATE",1331934,"2011_2012"
"9063","WHITE MOUNTAINS COMMUNITY COLLEGE","NH","PUBLIC",4223110,"2011_2012"
"9064","LEBANON COLLEGE","NH","PRIVATE",284276,"2011_2012"
"9065","LAKES REGION COMMUNITY COLLEGE","NH","PUBLIC",4646555,"2011_2012"
"9066","RIVER VALLEY COMMUNITY COLLEGE","NH","PUBLIC",4559368,"2011_2012"
"9067","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","PROPRIETARY",9583,"2011_2012"
"9068","EMPIRE BEAUTY SCHOOL","NH","PROPRIETARY",1234859,"2011_2012"
"9069","NASHUA COMMUNITY COLLEGE","NH","PUBLIC",6571229,"2011_2012"
"9070","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","PROPRIETARY",492892,"2011_2012"
"9071","UNIVERSITY OF NEW HAMPSHIRE SCHOOL OF LAW","NH","PRIVATE",15631607,"2011_2012"
"9072","ST. JOSEPH SCHOOL OF NURSING","NH","PRIVATE",953778,"2011_2012"
"9073","MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS","NH","PROPRIETARY",918218,"2011_2012"
"9074","EMPIRE BEAUTY SCHOOL","NH","PROPRIETARY",1590027,"2011_2012"
"9075","PAUL MITCHELL THE SCHOOL PORTSMOUTH","NH","PROPRIETARY",182793,"2011_2012"
"9076","COLLEGE OF SAINT MARY MAGDALEN","NH","PRIVATE",332485,"2011_2012"
"9077","KEENE BEAUTY ACADEMY","NH","PROPRIETARY",339113,"2011_2012"
"9078","NEW ENGLAND SCHOOL OF HAIR DESIGN","NH","PROPRIETARY",250828,"2011_2012"
"9079","THOMAS MORE COLLEGE OF LIBERAL ARTS","NH","PRIVATE",589530,"2011_2012"
"9080","GRANITE STATE COLLEGE","NH","PUBLIC",9814290,"2011_2012"
"9081","NEW HAMPSHIRE INSTITUTE OF ART","NH","PRIVATE",4937650,"2011_2012"
"9082","UPPER VALLEY EDUCATORS INSTITUTE","NH","PRIVATE",338200,"2011_2012"
"9083","NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS","NH","PROPRIETARY",146112,"2011_2012"
"9084","LAIRD INSTITUTE OF SPA THERAPY","NH","PROPRIETARY",336347,"2011_2012"
"9085","ATLANTIC CAPE COMMUNITY COLLEGE","NJ","PUBLIC",7981052,"2011_2012"
"9086","BLOOMFIELD COLLEGE","NJ","PRIVATE",15266784,"2011_2012"
"9087","CALDWELL COLLEGE","NJ","PRIVATE",15032303,"2011_2012"
"9088","CENTENARY COLLEGE","NJ","PRIVATE",14912039,"2011_2012"
"9089","COLLEGE OF SAINT ELIZABETH","NJ","PRIVATE",8494340,"2011_2012"
"9090","CUMBERLAND COUNTY COLLEGE","NJ","PUBLIC",5916569,"2011_2012"
"9091","DREW UNIVERSITY","NJ","PRIVATE",14906162,"2011_2012"
"9092","FAIRLEIGH DICKINSON UNIVERSITY","NJ","PRIVATE",57222897,"2011_2012"
"9093","GEORGIAN COURT UNIVERSITY","NJ","PRIVATE",17131670,"2011_2012"
"9094","ROWAN UNIVERSITY","NJ","PUBLIC",76079552,"2011_2012"
"9095","FELICIAN COLLEGE","NJ","PRIVATE",17085879,"2011_2012"
"9096","NEW JERSEY CITY UNIVERSITY","NJ","PUBLIC",34849918,"2011_2012"
"9097","MIDDLESEX COUNTY COLLEGE","NJ","PUBLIC",9008076,"2011_2012"
"9098","MONMOUTH UNIVERSITY","NJ","PRIVATE",53603418,"2011_2012"
"9099","MONTCLAIR STATE UNIVERSITY","NJ","PUBLIC",99870196,"2011_2012"
"9100","NEW BRUNSWICK THEOLOGICAL SEMINARY","NJ","PRIVATE",1292936,"2011_2012"
"9101","NEW JERSEY INSTITUTE OF TECHNOLOGY","NJ","PUBLIC",32964275,"2011_2012"
"9102","KEAN UNIVERSITY","NJ","PUBLIC",88423725,"2011_2012"
"9103","OCEAN COUNTY COLLEGE","NJ","PUBLIC",12001119,"2011_2012"
"9104","WILLIAM PATERSON UNIVERSITY OF NEW JERSEY","NJ","PUBLIC",66030088,"2011_2012"
"9105","PRINCETON THEOLOGICAL SEMINARY","NJ","PRIVATE",3085827,"2011_2012"
"9106","PRINCETON UNIVERSITY","NJ","PRIVATE",1691198,"2011_2012"
"9107","RIDER UNIVERSITY","NJ","PRIVATE",39715597,"2011_2012"
"9108","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY","NJ","PUBLIC",337224338,"2011_2012"
"9109","SETON HALL UNIVERSITY","NJ","PRIVATE",101025374,"2011_2012"
"9110","SAINT PETER'S UNIVERSITY","NJ","PRIVATE",21257688,"2011_2012"
"9111","STEVENS INSTITUTE OF TECHNOLOGY","NJ","PRIVATE",19830544,"2011_2012"
"9112","COLLEGE OF NEW JERSEY (THE)","NJ","PUBLIC",29722434,"2011_2012"
"9113","UNION COUNTY COLLEGE","NJ","PUBLIC",9282146,"2011_2012"
"9114","BERGEN COMMUNITY COLLEGE","NJ","PUBLIC",11842217,"2011_2012"
"9115","MERCER COUNTY COMMUNITY COLLEGE","NJ","PUBLIC",6017461,"2011_2012"
"9116","MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT","NJ","PUBLIC",131388,"2011_2012"
"9117","TETERBORO SCHOOL OF AERONAUTICS","NJ","PROPRIETARY",1157537,"2011_2012"
"9118","SALEM COMMUNITY COLLEGE","NJ","PUBLIC",1639532,"2011_2012"
"9119","HOLY NAME MEDICAL CENTER SCHOOL OF NURSING","NJ","PRIVATE",1073862,"2011_2012"
"9120","MONTCLAIR HOSPITAL LLC","NJ","PROPRIETARY",192750,"2011_2012"
"9121","JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCH","NJ","PRIVATE",3603737,"2011_2012"
"9122","SAINT FRANCIS MEDICAL CENTER","NJ","PRIVATE",49500,"2011_2012"
"9123","CAMDEN COUNTY COLLEGE","NJ","PUBLIC",11265627,"2011_2012"
"9124","GLOUCESTER COUNTY COLLEGE","NJ","PUBLIC",6119508,"2011_2012"
"9125","BERKELEY COLLEGE","NJ","PROPRIETARY",27026920,"2011_2012"
"9126","LINCOLN TECHNICAL INSTITUTE","NJ","PROPRIETARY",26363565,"2011_2012"
"9127","PARISIAN BEAUTY ACADEMY","NJ","PROPRIETARY",1802467,"2011_2012"
"9128","COUNTY COLLEGE OF MORRIS","NJ","PUBLIC",5985421,"2011_2012"
"9129","BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS","NJ","PUBLIC",7098450,"2011_2012"
"9130","RARITAN VALLEY COMMUNITY COLLEGE","NJ","PUBLIC",3718359,"2011_2012"
"9131","BETH MEDRASH GOVOHA OF AMERICA","NJ","PRIVATE",1168378,"2011_2012"
"9132","BROOKDALE COMMUNITY COLLEGE","NJ","PUBLIC",14761865,"2011_2012"
"9133","HO HO KUS SCHL OF TRADE & TECH SCIENCES","NJ","PROPRIETARY",1714978,"2011_2012"
"9134","CAPRI INSTITUTE OF HAIR DESIGN","NJ","PROPRIETARY",1450485,"2011_2012"
"9135","RAMAPO COLLEGE OF NEW JERSEY","NJ","PUBLIC",31486366,"2011_2012"
"9136","RICHARD STOCKTON COLLEGE OF NEW JERSEY (THE)","NJ","PUBLIC",48896583,"2011_2012"
"9137","PASSAIC COUNTY COMMUNITY COLLEGE","NJ","PUBLIC",2898478,"2011_2012"
"9138","UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY","NJ","PUBLIC",123464333,"2011_2012"
"9139","PB COSMETOLOGY EDUCATION CENTRE","NJ","PROPRIETARY",1355529,"2011_2012"
"9140","ANTHEM INSTITUTE","NJ","PROPRIETARY",7275551,"2011_2012"
"9141","RIZZIERI AVEDA SCHOOL FOR BEAUTY AND WELLNESS","NJ","PROPRIETARY",1375190,"2011_2012"
"9142","MORRIS COUNTY SCHOOL OF TECHNOLOGY","NJ","PUBLIC",97048,"2011_2012"
"9143","HAIR DESIGN SCHOOL, THE","NJ","PROPRIETARY",794256,"2011_2012"
"9144","ROBERT FIANCE BEAUTY SCHOOLS","NJ","PROPRIETARY",804018,"2011_2012"
"9145","DOVER BUSINESS COLLEGE","NJ","PROPRIETARY",8263005,"2011_2012"
"9146","LINCOLN TECHNICAL INSTITUTE","NJ","PROPRIETARY",29627094,"2011_2012"
"9147","EASTWICK COLLEGE - HACKENSACK CAMPUS.","NJ","PROPRIETARY",3867313,"2011_2012"
"9148","HUDSON COUNTY COMMUNITY COLLEGE","NJ","PUBLIC",5311291,"2011_2012"
"9149","EASTWICK COLLEGE","NJ","PROPRIETARY",8255377,"2011_2012"
"9150","ROMAN ACADEMY OF BEAUTY CULTURE","NJ","PROPRIETARY",312484,"2011_2012"
"9151","HOHOKUS SCHOOL - RETS/NUTLEY","NJ","PROPRIETARY",3920732,"2011_2012"
"9152","CAPRI INSTITUTE OF HAIR DESIGN","NJ","PROPRIETARY",945351,"2011_2012"
"9153","HARRIS SCHOOL OF BUSINESS","NJ","PROPRIETARY",10574637,"2011_2012"
"9154","DUCRET SCHOOL OF THE ARTS","NJ","PRIVATE",95969,"2011_2012"
"9155","PENNCO TECH","NJ","PROPRIETARY",6687687,"2011_2012"
"9156","FORTIS INSTITUTE","NJ","PROPRIETARY",5974674,"2011_2012"
"9157","JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE)","NJ","PROPRIETARY",573835,"2011_2012"
"9158","EMPIRE BEAUTY SCHOOL","NJ","PROPRIETARY",2246636,"2011_2012"
"9159","DIVERS ACADEMY OF THE EASTERN SEABOARD","NJ","PROPRIETARY",1199073,"2011_2012"
"9160","CAPRI INSTITUTE OF HAIR DESIGN","NJ","PROPRIETARY",873934,"2011_2012"
"9161","THOMAS A EDISON STATE COLLEGE","NJ","PUBLIC",21295714,"2011_2012"
"9162","OMEGA INSTITUTE","NJ","PROPRIETARY",1113063,"2011_2012"
"9163","ROBERT FIANCE BEAUTY SCHOOLS","NJ","PROPRIETARY",816432,"2011_2012"
"9164","DRAKE COLLEGE OF BUSINESS","NJ","PROPRIETARY",21184062,"2011_2012"
"9165","UNION COUNTY VOCATIONAL TECHNICAL SCHOOLS","NJ","PUBLIC",92179,"2011_2012"
"9166","ATLANTIC BEAUTY & SPA ACADEMY","NJ","PROPRIETARY",722319,"2011_2012"
"9167","COOPER HEALTH SYSTEM - CENTER FOR ALLIED HEALTH EDUCATION","NJ","PRIVATE",138130,"2011_2012"
"9168","HAIR DESIGN SCHOOL (THE)","NJ","PROPRIETARY",2243191,"2011_2012"
"9169","HAIR DESIGN SCHOOL (THE)","NJ","PROPRIETARY",894697,"2011_2012"
"9170","CAPRI INSTITUTE OF HAIR DESIGN","NJ","PROPRIETARY",1003464,"2011_2012"
"9171","LINCOLN TECHNICAL INSTITUTE","NJ","PROPRIETARY",3315902,"2011_2012"
"9172","BERGEN COUNTY TECHNICAL SCHOOLS","NJ","PUBLIC",220823,"2011_2012"
"9173","EMPIRE BEAUTY SCHOOL","NJ","PROPRIETARY",1698557,"2011_2012"
"9174","WARREN COUNTY COMMUNITY COLLEGE","NJ","PUBLIC",1296930,"2011_2012"
"9175","OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS","NJ","PUBLIC",758934,"2011_2012"
"9176","ARTISTIC ACADEMY OF HAIR DESIGN","NJ","PROPRIETARY",988446,"2011_2012"
"9177","ROBERT FIANCE BEAUTY SCHOOLS","NJ","PROPRIETARY",574880,"2011_2012"
"9178","SUSSEX COUNTY COMMUNITY COLLEGE","NJ","PUBLIC",3106575,"2011_2012"
"9179","HARRIS SCHOOL OF BUSINESS","NJ","PROPRIETARY",6675229,"2011_2012"
"9180","EASTERN INTERNATIONAL COLLEGE","NJ","PROPRIETARY",2565958,"2011_2012"
"9181","STENOTECH CAREER INSTITUTE","NJ","PROPRIETARY",864108,"2011_2012"
"9182","INSTITUTE FOR HEALTH EDUCATION (THE)","NJ","PROPRIETARY",885957,"2011_2012"
"9183","CENTRAL CAREER SCHOOL","NJ","PROPRIETARY",735810,"2011_2012"
"9184","ACADEMY OF MASSAGE THERAPY","NJ","PROPRIETARY",648447,"2011_2012"
"9185","INSTITUTE FOR THERAPEUTIC MASSAGE","NJ","PROPRIETARY",708720,"2011_2012"
"9186","PERFORMANCE TRAINING INSTITUTE","NJ","PROPRIETARY",5430525,"2011_2012"
"9187","METRO AUTO ELECTRONICS TRAINING INSTITUTE","NJ","PROPRIETARY",56723,"2011_2012"
"9188","PC AGE","NJ","PROPRIETARY",2199935,"2011_2012"
"9189","PILLAR COLLEGE","NJ","PRIVATE",2196180,"2011_2012"
"9190","HEALTHCARE TRAINING INSTITUTE","NJ","PROPRIETARY",1742596,"2011_2012"
"9191","EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE","NJ","PROPRIETARY",351568,"2011_2012"
"9192","GENTLE HEALING SCHOOL OF MASSAGE","NJ","PROPRIETARY",93702,"2011_2012"
"9193","TOTAL IMAGE BEAUTY ACADEMY","NJ","PROPRIETARY",147250,"2011_2012"
"9194","JERSEY COLLEGE","NJ","PROPRIETARY",13993532,"2011_2012"
"9195","AMERICAN INSTITUTE OF MEDICAL SCIENCES & EDUCATION","NJ","PROPRIETARY",942071,"2011_2012"
"9196","STARTING POINTS","NJ","PRIVATE",281695,"2011_2012"
"9197","NATIONAL CAREER INSTITUTE","NJ","PROPRIETARY",1795779,"2011_2012"
"9198","LAB PAUL MITCHELL PARTNER SCHOOL (THE)","NJ","PROPRIETARY",631186,"2011_2012"
"9199","BEST CARE TRAINING INSTITUTE","NJ","PROPRIETARY",78680,"2011_2012"
"9200","CHRISTINE VALMY INTERNATIONAL SCHOOL OF ESTHETICS & COSMETOLOGY","NJ","PROPRIETARY",115189,"2011_2012"
"9201","ASI CAREER INSTITUTE","NJ","PROPRIETARY",103266,"2011_2012"
"9202","SCHOOL OF COURT REPORTING (THE)","NJ","PROPRIETARY",308166,"2011_2012"
"9203","SAINT JOHN'S COLLEGE","NM","PRIVATE",3515463,"2011_2012"
"9204","SANTA FE UNIVERSITY OF ART AND DESIGN","NM","PROPRIETARY",4409283,"2011_2012"
"9205","UNIVERSITY OF THE SOUTHWEST","NM","PRIVATE",6886199,"2011_2012"
"9206","EASTERN NEW MEXICO UNIVERSITY","NM","PUBLIC",19921743,"2011_2012"
"9207","NEW MEXICO HIGHLANDS UNIVERSITY","NM","PUBLIC",12716936,"2011_2012"
"9208","NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY","NM","PUBLIC",3289929,"2011_2012"
"9209","NEW MEXICO JUNIOR COLLEGE","NM","PUBLIC",1021606,"2011_2012"
"9210","NEW MEXICO MILITARY INSTITUTE","NM","PUBLIC",701145,"2011_2012"
"9211","NEW MEXICO STATE UNIVERSITY","NM","PUBLIC",90193360,"2011_2012"
"9212","SAN JUAN COLLEGE","NM","PUBLIC",6582882,"2011_2012"
"9213","UNIVERSITY OF NEW MEXICO","NM","PUBLIC",143420201,"2011_2012"
"9214","WESTERN NEW MEXICO UNIVERSITY","NM","PUBLIC",11804131,"2011_2012"
"9215","CENTRAL NEW MEXICO COMMUNITY COLLEGE","NM","PUBLIC",48898626,"2011_2012"
"9216","CLOVIS COMMUNITY COLLEGE","NM","PUBLIC",1354206,"2011_2012"
"9217","LUNA COMMUNITY COLLEGE","NM","PUBLIC",668529,"2011_2012"
"9218","DEWOLFF COLLEGE OF HAIRSTYLING & COSMETOLOGY","NM","PROPRIETARY",207190,"2011_2012"
