"","School","State","School.Type","Total.Disbursements","Year"
"9219","OLYMPIAN UNIVERSITY OF COSMETOLOGY","NM","PROPRIETARY",8839758,"2011_2012"
"9220","NORTHERN NEW MEXICO COLLEGE","NM","PUBLIC",975484,"2011_2012"
"9221","SANTA FE COMMUNITY COLLEGE","NM","PUBLIC",8306588,"2011_2012"
"9222","SOUTHWEST ACUPUNCTURE COLLEGE","NM","PROPRIETARY",7320601,"2011_2012"
"9223","SOUTHWESTERN COLLEGE","NM","PRIVATE",2535161,"2011_2012"
"9224","UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE","NM","PROPRIETARY",436543,"2011_2012"
"9225","PIMA MEDICAL INSTITUTE","NM","PROPRIETARY",257395,"2011_2012"
"9226","MASSAGE THERAPY TRAINING INSTITUTE","NM","PROPRIETARY",265900,"2011_2012"
"9227","TONI AND GUY HAIRDRESSING  ACADEMY","NM","PROPRIETARY",843380,"2011_2012"
"9228","AVEDA INSTITUTE OF NEW MEXICO (THE)","NM","PROPRIETARY",824752,"2011_2012"
"9229","VOGUE COLLEGE OF COSMETOLOGY","NM","PROPRIETARY",136685,"2011_2012"
"9230","UNIVERSITY OF NEVADA , RENO","NV","PUBLIC",58451085,"2011_2012"
"9231","UNIVERSITY OF NEVADA - LAS VEGAS","NV","PUBLIC",132405211,"2011_2012"
"9232","GREAT BASIN COLLEGE","NV","PUBLIC",3170236,"2011_2012"
"9233","MARINELLO SCHOOLS OF BEAUTY","NV","PROPRIETARY",2837063,"2011_2012"
"9234","MARINELLO SCHOOL OF BEAUTY","NV","PROPRIETARY",2569555,"2011_2012"
"9235","SIERRA NEVADA COLLEGE","NV","PRIVATE",9194248,"2011_2012"
"9236","COLLEGE OF SOUTHERN NEVADA","NV","PUBLIC",22886045,"2011_2012"
"9237","WESTERN NEVADA COLLEGE","NV","PUBLIC",8150184,"2011_2012"
"9238","ACADEMY OF HAIR DESIGN","NV","PROPRIETARY",1167253,"2011_2012"
"9239","TRUCKEE MEADOWS COMMUNITY COLLEGE","NV","PUBLIC",15753448,"2011_2012"
"9240","EVEREST COLLEGE","NV","PROPRIETARY",9035932,"2011_2012"
"9241","CAREER COLLEGE OF NORTHERN NEVADA","NV","PROPRIETARY",4168539,"2011_2012"
"9242","KAPLAN COLLEGE","NV","PROPRIETARY",6897282,"2011_2012"
"9243","CARSON CITY BEAUTY ACADEMY","NV","PROPRIETARY",702305,"2011_2012"
"9244","EXPERTISE COSMETOLOGY INSTITUTE","NV","PRIVATE",815124,"2011_2012"
"9245","NORTHWEST HEALTH CAREERS","NV","PROPRIETARY",1458561,"2011_2012"
"9246","INSTITUTE OF PROFESSIONAL CAREERS","NV","PROPRIETARY",44933,"2011_2012"
"9247","ROSEMAN UNIVERSITY OF HEALTH SCIENCES","NV","PRIVATE",42384975,"2011_2012"
"9248","NEVADA STATE COLLEGE","NV","PUBLIC",10880596,"2011_2012"
"9249","INTERNATIONAL ACADEMY OF STYLE","NV","PROPRIETARY",654693,"2011_2012"
"9250","AVEDA INSTITUTE LAS VEGAS","NV","PROPRIETARY",790755,"2011_2012"
"9251","ADVANCED TRAINING INSTITUTE","NV","PROPRIETARY",1339745,"2011_2012"
"9252","PAUL MITCHELL THE SCHOOL LAS VEGAS","NV","PROPRIETARY",1418761,"2011_2012"
"9253","AMERICAN INSTITUTE OF MEDICAL SONOGRAPHY","NV","PROPRIETARY",195260,"2011_2012"
"9254","DESTINATION ACADEMY FOR SPA AND SALON PROFESSIONALS","NV","PROPRIETARY",117798,"2011_2012"
"9255","PAUL MITCHELL THE SCHOOL RENO","NV","PROPRIETARY",783272,"2011_2012"
"9256","VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY","NY","PRIVATE",10480923,"2011_2012"
"9257","ADELPHI UNIVERSITY","NY","PRIVATE",80227488,"2011_2012"
"9258","DOWLING COLLEGE","NY","PRIVATE",33259116,"2011_2012"
"9259","ALFRED UNIVERSITY","NY","PRIVATE",17869858,"2011_2012"
"9260","BANK STREET COLLEGE OF EDUCATION","NY","PRIVATE",12724447,"2011_2012"
"9261","BARD COLLEGE","NY","PRIVATE",14177436,"2011_2012"
"9262","NEW YORK THEOLOGICAL SEMINARY","NY","PRIVATE",1968412,"2011_2012"
"9263","BROOKLYN LAW SCHOOL","NY","PRIVATE",45099455,"2011_2012"
"9264","BRYANT & STRATTON COLLEGE","NY","PROPRIETARY",126034868,"2011_2012"
"9265","CANISIUS COLLEGE","NY","PRIVATE",38735947,"2011_2012"
"9266","CAZENOVIA COLLEGE","NY","PRIVATE",8110815,"2011_2012"
"9267","CUNY BROOKLYN COLLEGE","NY","PUBLIC",31991548,"2011_2012"
"9268","CITY COLLEGE OF NEW YORK - CUNY","NY","PUBLIC",26379915,"2011_2012"
"9269","CUNY HUNTER COLLEGE","NY","PUBLIC",45389335,"2011_2012"
"9270","CUNY QUEENS COLLEGE","NY","PUBLIC",24546346,"2011_2012"
"9271","CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE","NY","PUBLIC",13687677,"2011_2012"
"9272","CUNY BRONX COMMUNITY COLLEGE","NY","PUBLIC",6133497,"2011_2012"
"9273","CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE","NY","PUBLIC",21833406,"2011_2012"
"9274","KINGSBOROUGH COMMMUNITY COLLEGE/CUNY","NY","PUBLIC",7506388,"2011_2012"
"9275","NEW YORK CITY COLLEGE OF TECHNOLOGY OF THE CITY UNIVERSITY OF NEW","NY","PUBLIC",10607525,"2011_2012"
"9276","QUEENSBOROUGH COMMUNITY COLLEGE-CUNY","NY","PUBLIC",5414758,"2011_2012"
"9277","COLLEGE OF STATEN ISLAND/CUNY","NY","PUBLIC",18610174,"2011_2012"
"9278","CLARKSON UNIVERSITY","NY","PRIVATE",29102225,"2011_2012"
"9279","COLGATE ROCHESTER CROZER DIVINITY SCHOOL","NY","PRIVATE",983278,"2011_2012"
"9280","COLGATE UNIVERSITY","NY","PRIVATE",8421077,"2011_2012"
"9281","COLLEGE OF MOUNT SAINT VINCENT","NY","PRIVATE",15615929,"2011_2012"
"9282","COLLEGE OF NEW ROCHELLE (THE)","NY","PRIVATE",28719064,"2011_2012"
"9283","COLLEGE OF SAINT ROSE","NY","PRIVATE",41510134,"2011_2012"
"9284","COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK","NY","PRIVATE",296609836,"2011_2012"
"9285","BARNARD COLLEGE","NY","PRIVATE",8942131,"2011_2012"
"9286","CONCORDIA COLLEGE","NY","PRIVATE",6208565,"2011_2012"
"9287","COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE)","NY","PRIVATE",1154126,"2011_2012"
"9288","CORNELL UNIVERSITY","NY","PRIVATE",117013753,"2011_2012"
"9289","D'YOUVILLE COLLEGE","NY","PRIVATE",29688141,"2011_2012"
"9290","DOMINICAN COLLEGE OF BLAUVELT","NY","PRIVATE",16276437,"2011_2012"
"9291","ELMIRA COLLEGE","NY","PRIVATE",13113928,"2011_2012"
"9292","FORDHAM UNIVERSITY","NY","PRIVATE",161543067,"2011_2012"
"9293","GENERAL THEOLOGICAL SEMINARY OF THE EPISCOPAL CHURCH (THE)","NY","PRIVATE",1134415,"2011_2012"
"9294","HAMILTON COLLEGE","NY","PRIVATE",6768816,"2011_2012"
"9295","HARTWICK COLLEGE","NY","PRIVATE",15212865,"2011_2012"
"9296","HOBART AND WILLIAM SMITH COLLEGES","NY","PRIVATE",15208962,"2011_2012"
"9297","HOFSTRA UNIVERSITY","NY","PRIVATE",138732139,"2011_2012"
"9298","HOUGHTON COLLEGE","NY","PRIVATE",7476314,"2011_2012"
"9299","HILBERT COLLEGE","NY","PRIVATE",8713985,"2011_2012"
"9300","IONA COLLEGE","NY","PRIVATE",33074195,"2011_2012"
"9301","ITHACA COLLEGE","NY","PRIVATE",49711700,"2011_2012"
"9302","JEWISH THEOLOGICAL SEMINARY OF AMERICA (THE)","NY","PRIVATE",2413063,"2011_2012"
"9303","JUILLIARD SCHOOL (THE)","NY","PRIVATE",4789063,"2011_2012"
"9304","KEUKA COLLEGE","NY","PRIVATE",18584710,"2011_2012"
"9305","LE MOYNE COLLEGE","NY","PRIVATE",28216690,"2011_2012"
"9306","NEW YORK COLLEGE OF PODIATRIC MEDICINE","NY","PRIVATE",17466445,"2011_2012"
"9307","LONG ISLAND UNIVERSITY","NY","PRIVATE",188644843,"2011_2012"
"9308","MANHATTAN COLLEGE","NY","PRIVATE",24921111,"2011_2012"
"9309","MANHATTAN SCHOOL OF MUSIC","NY","PRIVATE",10234359,"2011_2012"
"9310","MANHATTANVILLE COLLEGE","NY","PRIVATE",18763358,"2011_2012"
"9311","MARIA COLLEGE","NY","PRIVATE",5573084,"2011_2012"
"9312","MARIST COLLEGE","NY","PRIVATE",38624969,"2011_2012"
"9313","MARYMOUNT MANHATTAN COLLEGE","NY","PRIVATE",18108759,"2011_2012"
"9314","MERCY COLLEGE","NY","PRIVATE",91774725,"2011_2012"
"9315","MOLLOY COLLEGE","NY","PRIVATE",33678977,"2011_2012"
"9316","MEDAILLE COLLEGE","NY","PRIVATE",22917545,"2011_2012"
"9317","MOUNT SAINT MARY COLLEGE","NY","PRIVATE",24150548,"2011_2012"
"9318","NAZARETH COLLEGE OF ROCHESTER","NY","PRIVATE",32391328,"2011_2012"
"9319","NEW YORK INSTITUTE OF TECHNOLOGY","NY","PRIVATE",119039930,"2011_2012"
"9320","NEW YORK LAW SCHOOL","NY","PRIVATE",74852125,"2011_2012"
"9321","NEW YORK MEDICAL COLLEGE","NY","PRIVATE",52027517,"2011_2012"
"9322","NEW YORK UNIVERSITY","NY","PRIVATE",632432399,"2011_2012"
"9323","NIAGARA UNIVERSITY","NY","PRIVATE",26273925,"2011_2012"
"9324","NYACK COLLEGE","NY","PRIVATE",26023882,"2011_2012"
"9325","PACE UNIVERSITY","NY","PRIVATE",124813175,"2011_2012"
"9326","PAUL SMITH'S COLLEGE OF ARTS & SCIENCES","NY","PRIVATE",10386668,"2011_2012"
"9327","POLYTECHNIC INSTITUTE OF NEW YORK UNIVERSITY","NY","PRIVATE",19106348,"2011_2012"
"9328","PRATT INSTITUTE","NY","PRIVATE",62109917,"2011_2012"
"9329","RENSSELAER POLYTECHNIC INSTITUTE","NY","PRIVATE",31964804,"2011_2012"
"9330","ROBERTS WESLEYAN COLLEGE","NY","PRIVATE",19299011,"2011_2012"
"9331","ROCHESTER INSTITUTE OF TECHNOLOGY","NY","PRIVATE",99701622,"2011_2012"
"9332","DAEMEN COLLEGE","NY","PRIVATE",16828363,"2011_2012"
"9333","SAGE COLLEGES","NY","PRIVATE",28534028,"2011_2012"
"9334","TROCAIRE COLLEGE","NY","PRIVATE",11811658,"2011_2012"
"9335","SARAH LAWRENCE COLLEGE","NY","PRIVATE",12219368,"2011_2012"
"9336","SKIDMORE COLLEGE","NY","PRIVATE",9239334,"2011_2012"
"9337","SAINT BERNARD'S SCHOOL OF THEOLOGY AND MINISTRY","NY","PRIVATE",118100,"2011_2012"
"9338","SIENA COLLEGE","NY","PRIVATE",25700040,"2011_2012"
"9339","ST. BONAVENTURE UNIVERSITY","NY","PRIVATE",19345577,"2011_2012"
"9340","SAINT FRANCIS COLLEGE","NY","PRIVATE",12801890,"2011_2012"
"9341","SAINT JOHN FISHER COLLEGE","NY","PRIVATE",49072125,"2011_2012"
"9342","CHRIST THE KING SEMINARY","NY","PRIVATE",20504,"2011_2012"
"9343","SAINT JOHN'S UNIVERSITY","NY","PRIVATE",194457761,"2011_2012"
"9344","SAINT JOSEPH'S COLLEGE","NY","PRIVATE",32851212,"2011_2012"
"9345","ST. LAWRENCE UNIVERSITY","NY","PRIVATE",15474207,"2011_2012"
"9346","SAINT THOMAS AQUINAS COLLEGE","NY","PRIVATE",11437493,"2011_2012"
"9347","SAINT VLADIMIRS ORTHODOX THEOLOGICAL SEMINARY","NY","PRIVATE",266008,"2011_2012"
"9348","EXCELSIOR COLLEGE","NY","PRIVATE",10984855,"2011_2012"
"9349","STATE UNIVERSITY OF NEW YORK AT ALBANY","NY","PUBLIC",94455442,"2011_2012"
"9350","BINGHAMTON UNIVERSITY","NY","PUBLIC",64786987,"2011_2012"
"9351","STATE UNIVERSITY OF NEW YORK AT BUFFALO","NY","PUBLIC",140589933,"2011_2012"
"9352","STATE UNIVERSITY OF NEW YORK AT STONY BROOK","NY","PUBLIC",113267604,"2011_2012"
"9353","STATE UNIVERSITY OF NEW YORK DOWNSTATE MEDICAL CENTER","NY","PUBLIC",30197456,"2011_2012"
"9354","STATE UNIVERSITY OF NEW YORK UPSTATE MEDICAL UNIVERSITY","NY","PUBLIC",29738422,"2011_2012"
"9355","SUNY COLLEGE AT BROCKPORT","NY","PUBLIC",50182684,"2011_2012"
"9356","SUNY COLLEGE AT BUFFALO","NY","PUBLIC",58936793,"2011_2012"
"9357","SUNY COLLEGE AT CORTLAND","NY","PUBLIC",42333405,"2011_2012"
"9358","SUNY AT FREDONIA","NY","PUBLIC",33702349,"2011_2012"
"9359","SUNY COLLEGE AT GENESEO","NY","PUBLIC",25033264,"2011_2012"
"9360","STATE UNIVERSITY OF NEW YORK AT NEW PALTZ","NY","PUBLIC",40426825,"2011_2012"
"9361","SUNY COLLEGE AT ONEONTA","NY","PUBLIC",34531300,"2011_2012"
"9362","SUNY COLLEGE AT OSWEGO","NY","PUBLIC",57674900,"2011_2012"
"9363","STATE UNIVERSITY OF NEW YORK COLLEGE AT PLATTSBURGH","NY","PUBLIC",34296581,"2011_2012"
"9364","STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM","NY","PUBLIC",29668979,"2011_2012"
"9365","SUNY COLLEGE OF ENVIRONMENT SCIENCE & FORESTRY","NY","PUBLIC",10637356,"2011_2012"
"9366","SUNY MARITIME COLLEGE","NY","PUBLIC",10992618,"2011_2012"
"9367","SUNY COLLEGE OF TECHNOLOGY AT ALFRED","NY","PUBLIC",20504793,"2011_2012"
"9368","SUNY COLLEGE OF TECHNOLOGY AT CANTON","NY","PUBLIC",22247841,"2011_2012"
"9369","SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT COBLESKILL","NY","PUBLIC",15645714,"2011_2012"
"9370","SUNY COLLEGE OF TECHNOLOGY AT DELHI","NY","PUBLIC",18598887,"2011_2012"
"9371","STATE UNIVERSITY OF NEW YORK AT FARMINGDALE","NY","PUBLIC",15268828,"2011_2012"
"9372","SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT MORRISVILLE","NY","PUBLIC",23764699,"2011_2012"
"9373","ADIRONDACK COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES","NY","PUBLIC",7932027,"2011_2012"
"9374","CAYUGA COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE","NY","PUBLIC",11938050,"2011_2012"
"9375","BROOME COMMUNITY COLLEGE","NY","PUBLIC",12951070,"2011_2012"
"9376","CORNING COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES","NY","PUBLIC",10969550,"2011_2012"
"9377","DUTCHESS COMMUNITY COLLEGE","NY","PUBLIC",9486821,"2011_2012"
"9378","FASHION INSTITUTE OF TECHNOLOGY","NY","PUBLIC",33746870,"2011_2012"
"9379","SUNY FULTON-MONTGOMERY COMMUNITY COLLEGE","NY","PUBLIC",8373184,"2011_2012"
"9380","HUDSON VALLEY COMMUNITY COLLEGE","NY","PUBLIC",23845500,"2011_2012"
"9381","JAMESTOWN COMMUNITY COLLEGE","NY","PUBLIC",7359625,"2011_2012"
"9382","JEFFERSON COMMUNITY COLLEGE","NY","PUBLIC",5204435,"2011_2012"
"9383","MOHAWK VALLEY COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEG","NY","PUBLIC",17208171,"2011_2012"
"9384","MONROE COMMUNITY COLLEGE","NY","PUBLIC",45006998,"2011_2012"
"9385","NASSAU COMMUNITY COLLEGE","NY","PUBLIC",19259822,"2011_2012"
"9386","NIAGARA COUNTY COMMUNITY COLLEGE","NY","PUBLIC",11195839,"2011_2012"
"9387","ONONDAGA COMMUNITY COLLEGE","NY","PUBLIC",23329305,"2011_2012"
"9388","ORANGE COUNTY COMMUNITY COLLEGE","NY","PUBLIC",9209145,"2011_2012"
"9389","ROCKLAND COMMUNITY COLLEGE","NY","PUBLIC",4337086,"2011_2012"
"9390","SUFFOLK COUNTY COMMUNITY COLLEGE","NY","PUBLIC",19220305,"2011_2012"
"9391","SULLIVAN COUNTY COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLL","NY","PUBLIC",3527160,"2011_2012"
"9392","ULSTER COUNTY COMMUNITY COLLEGE","NY","PUBLIC",2965828,"2011_2012"
"9393","SUNY WESTCHESTER COMMUNITY COLLEGE","NY","PUBLIC",8328374,"2011_2012"
"9394","SYRACUSE UNIVERSITY","NY","PRIVATE",159945881,"2011_2012"
"9395","UTICA COLLEGE","NY","PRIVATE",34326458,"2011_2012"
"9396","ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES","NY","PRIVATE",23986602,"2011_2012"
"9397","ALBANY LAW SCHOOL OF UNION UNIVERSITY","NY","PRIVATE",25481701,"2011_2012"
"9398","ALBANY MEDICAL COLLEGE","NY","PRIVATE",37262860,"2011_2012"
"9399","UNION COLLEGE","NY","PRIVATE",10756288,"2011_2012"
"9400","UNION THEOLOGICAL SEMINARY","NY","PRIVATE",3763946,"2011_2012"
"9401","UNITED STATES MERCHANT MARINE ACADEMY","NY","PUBLIC",271950,"2011_2012"
"9402","UNIVERSITY OF ROCHESTER","NY","PRIVATE",62676360,"2011_2012"
"9403","VASSAR COLLEGE","NY","PRIVATE",7467211,"2011_2012"
"9404","VILLA MARIA COLLEGE OF BUFFALO","NY","PRIVATE",3271020,"2011_2012"
"9405","WAGNER COLLEGE","NY","PRIVATE",15709356,"2011_2012"
"9406","WEBB INSTITUTE","NY","PRIVATE",129297,"2011_2012"
"9407","WELLS COLLEGE","NY","PRIVATE",4128259,"2011_2012"
"9408","YESHIVA UNIVERSITY","NY","PRIVATE",73412219,"2011_2012"
"9409","TEACHERS COLLEGE, COLUMBIA UNIVERSITY","NY","PRIVATE",79826326,"2011_2012"
"9410","HEBREW UNION COLLEGE - JEWISH INSTITUTE OF RELIGION","NY","PRIVATE",3294549,"2011_2012"
"9411","CUNY YORK COLLEGE","NY","PUBLIC",5120767,"2011_2012"
"9412","CUNY GRADUATE SCHOOL & UNIVERSITY CENTER","NY","PUBLIC",19421095,"2011_2012"
"9413","HERKIMER COUNTY COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLL","NY","PUBLIC",11437658,"2011_2012"
"9414","MONROE COLLEGE","NY","PROPRIETARY",43055130,"2011_2012"
"9415","EVEREST INSTITUTE","NY","PROPRIETARY",11890647,"2011_2012"
"9416","SAINT JAMES MERCY HOSPITAL SCHOOL OF RADIOLOGIC SCIENCES","NY","PRIVATE",121708,"2011_2012"
"9417","FAXTON - SAINT LUKE'S SCHOOL OF RADIOGRAPHY","NY","PRIVATE",135000,"2011_2012"
"9418","COLLEGE OF WESTCHESTER (THE)","NY","PROPRIETARY",10732137,"2011_2012"
"9419","ARNOT OGDEN MEDICAL CENTER","NY","PRIVATE",410286,"2011_2012"
"9420","PHILLIPS BETH ISRAEL SCHOOL OF NURSING","NY","PRIVATE",1112854,"2011_2012"
"9421","COCHRAN SCHOOL OF NURSING SAINT JOHN'S RIVERSIDE HOSP","NY","PRIVATE",225921,"2011_2012"
"9422","CROUSE HOSPITAL COLLEGE OF NURSING","NY","PRIVATE",1561142,"2011_2012"
"9423","BELANGER SCHOOL OF NURSING","NY","PRIVATE",598850,"2011_2012"
"9424","SAINT ELIZABETH MEDICAL CENTER","NY","PRIVATE",1573922,"2011_2012"
"9425","SAINT JOSEPH'S COLLEGE OF NURSING AT ST JOSEPH'S HOSPITAL HEALTH","NY","PRIVATE",2112173,"2011_2012"
"9426","GENESEE COMMUNITY COLLEGE","NY","PUBLIC",11151077,"2011_2012"
"9427","SCHENECTADY COUNTY COMMUNITY COLLEGE","NY","PUBLIC",8986069,"2011_2012"
"9428","CLINTON COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES","NY","PUBLIC",9176737,"2011_2012"
"9429","TOMPKINS CORTLAND COMMUNITY COLLEGE","NY","PUBLIC",15229312,"2011_2012"
"9430","COLUMBIA - GREENE COMMUNITY COLLEGE - SUNY OFFICE OF CMNTY COLLEG","NY","PUBLIC",2919730,"2011_2012"
"9431","SUNY COLLEGE AT PURCHASE","NY","PUBLIC",26953990,"2011_2012"
"9432","CUNY LEHMAN COLLEGE","NY","PUBLIC",20658147,"2011_2012"
"9433","MOUNT SINAI SCHOOL OF MEDICINE","NY","PRIVATE",13245335,"2011_2012"
"9434","SUNY COLLEGE AT OLD WESTBURY","NY","PUBLIC",15603638,"2011_2012"
"9435","NORTH COUNTRY COMMUNITY COLLEGE","NY","PUBLIC",4584933,"2011_2012"
"9436","MESIVTA TORAH VODAATH RABBINICAL SEMINARY","NY","PRIVATE",20500,"2011_2012"
"9437","CUNY BERNARD M. BARUCH COLLEGE","NY","PUBLIC",25933549,"2011_2012"
"9438","CULINARY INSTITUTE OF AMERICA","NY","PRIVATE",30060777,"2011_2012"
"9439","AUSTIN'S SCHOOL OF SPA TECHNOLOGY","NY","PROPRIETARY",1960130,"2011_2012"
"9440","ISLAND DRAFTING & TECHNICAL INSTITUTE","NY","PROPRIETARY",844429,"2011_2012"
"9441","LONG ISLAND BEAUTY SCHOOL","NY","PROPRIETARY",2638870,"2011_2012"
"9442","LONG ISLAND BEAUTY SCHOOL","NY","PROPRIETARY",877014,"2011_2012"
"9443","BEAUTY SCHOOL OF MIDDLETOWN","NY","PROPRIETARY",403281,"2011_2012"
"9444","BERKELEY COLLEGE","NY","PROPRIETARY",43918420,"2011_2012"
"9445","MANDL SCHOOL","NY","PROPRIETARY",6609816,"2011_2012"
"9446","WOOD TOBE - COBURN SCHOOL","NY","PROPRIETARY",5759957,"2011_2012"
"9447","AMERICAN ACADEMY OF DRAMATIC ARTS","NY","PRIVATE",4286731,"2011_2012"
"9448","LIM COLLEGE","NY","PROPRIETARY",20054040,"2011_2012"
"9449","SCHOOL OF VISUAL ARTS","NY","PROPRIETARY",38370496,"2011_2012"
"9450","APEX TECHNICAL SCHOOL","NY","PROPRIETARY",12672827,"2011_2012"
"9451","CONTINENTAL SCHOOL OF BEAUTY CULTURE","NY","PROPRIETARY",4279946,"2011_2012"
"9452","FINGER LAKES COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE","NY","PUBLIC",17326032,"2011_2012"
"9453","AMERICAN MUSICAL & DRAMATIC ACADEMY","NY","PRIVATE",16478656,"2011_2012"
"9454","EMPIRE BEAUTY SCHOOL","NY","PROPRIETARY",2511832,"2011_2012"
"9455","STAR CAREER ACADEMY","NY","PROPRIETARY",12399554,"2011_2012"
"9456","CONTINENTAL SCHOOL OF BEAUTY CULTURE","NY","PROPRIETARY",1668405,"2011_2012"
"9457","CHAMPLAIN VALLEY EDUCATIONAL SERVICES","NY","PUBLIC",256377,"2011_2012"
"9458","JAMESTOWN BUSINESS COLLEGE","NY","PROPRIETARY",1476329,"2011_2012"
"9459","CUNY, HOSTOS COMMUNITY COLLEGE","NY","PUBLIC",2710414,"2011_2012"
"9460","OLEAN BUSINESS INSTITUTE","NY","PROPRIETARY",320526,"2011_2012"
"9461","NEIGHBORHOOD PLAYHOUSE SCHOOL OF THE THEATRE (THE)","NY","PRIVATE",209230,"2011_2012"
"9462","ELMIRA BUSINESS INSTITUTE","NY","PROPRIETARY",4374168,"2011_2012"
"9463","UTICA SCHOOL OF COMMERCE","NY","PROPRIETARY",2510224,"2011_2012"
"9464","SAMARITAN HOSPITAL SCHOOL OF NURSING","NY","PRIVATE",931652,"2011_2012"
"9465","MIDWAY PARIS BEAUTY SCHOOL","NY","PROPRIETARY",336359,"2011_2012"
"9466","BRITTANY BEAUTY SCHOOL","NY","PROPRIETARY",2240810,"2011_2012"
"9467","ST. PAUL'S SCHOOL OF NURSING","NY","PROPRIETARY",6161197,"2011_2012"
"9468","METROPOLITAN COLLEGE OF NEW YORK","NY","PRIVATE",20717453,"2011_2012"
"9469","SUNY COLLEGE OF OPTOMETRY","NY","PUBLIC",7680958,"2011_2012"
"9470","CUNY LAGUARDIA COMMUNITY COLLEGE","NY","PUBLIC",4046692,"2011_2012"
"9471","JEFFERSON LEWIS BOCES PROGRAM OF PRACTICAL NURSING","NY","PUBLIC",406378,"2011_2012"
"9472","CUNY MEDGAR EVERS COLLEGE","NY","PUBLIC",4681041,"2011_2012"
"9473","TOURO COLLEGE","NY","PRIVATE",128962938,"2011_2012"
"9474","WESTERN SUFFOLK BOCES","NY","PUBLIC",1223883,"2011_2012"
"9475","HELENE FULD COLLEGE OF NURSING","NY","PRIVATE",2552052,"2011_2012"
"9476","SUNY EMPIRE STATE COLLEGE","NY","PUBLIC",57278638,"2011_2012"
"9477","NEW YORK SCHOOL FOR MEDICAL & DENTAL ASSISTANTS","NY","PROPRIETARY",2659738,"2011_2012"
"9478","SOUTHERN WESTCHESTER BOCES","NY","PUBLIC",660023,"2011_2012"
"9479","ERIE COMMUNITY COLLEGE","NY","PUBLIC",22992931,"2011_2012"
"9480","AMERICAN ACADEMY MCALLISTER INSTITUTE","NY","PRIVATE",1487968,"2011_2012"
"9481","SIMMONS INSTITUTE OF FUNERAL SERVICE","NY","PROPRIETARY",365025,"2011_2012"
"9482","PUTNAM-WESTCHESTER BOCES","NY","PUBLIC",211391,"2011_2012"
"9483","TECHNICAL CAREER INSTITUTES","NY","PROPRIETARY",31087770,"2011_2012"
"9484","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CENTER","NY","PRIVATE",148439,"2011_2012"
"9485","NEW YORK METHODIST HOSPITAL","NY","PRIVATE",1356880,"2011_2012"
"9486","SBI CAMPUS - AN AFFILIATE OF SANFORD-BROWN","NY","PROPRIETARY",8024854,"2011_2012"
"9487","MEMORIAL SLOAN KETTERING CANCER CENTER","NY","PRIVATE",38454,"2011_2012"
"9488","STATE UNIVERSITY OF NEW YORK INSTITUTE OF TECHNOLOGY AT UTICA - R","NY","PUBLIC",10725790,"2011_2012"
"9489","BERK TRADE & BUSINESS SCHOOL","NY","PROPRIETARY",1257021,"2011_2012"
"9490","WORD OF LIFE BIBLE INSTITUTE","NY","PRIVATE",1890884,"2011_2012"
"9491","WESTCHESTER SCHOOL OF BEAUTY CULTURE","NY","PROPRIETARY",191501,"2011_2012"
"9492","PHILLIPS HAIRSTYLING INSTITUTE","NY","PROPRIETARY",272416,"2011_2012"
"9493","INSTITUTE OF DESIGN & CONSTRUCTION","NY","PRIVATE",102724,"2011_2012"
"9494","MEMORIAL HOSPITAL SCHOOL OF NURSING","NY","PRIVATE",542541,"2011_2012"
"9495","NEW YORK CHIROPRACTIC COLLEGE","NY","PRIVATE",24973186,"2011_2012"
"9496","VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING","NY","PUBLIC",889232,"2011_2012"
"9497","PLAZA COLLEGE","NY","PROPRIETARY",5331818,"2011_2012"
"9498","ST. PAUL'S SCHOOL OF NURSING","NY","PROPRIETARY",4675559,"2011_2012"
"9499","SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY BOCES","NY","PUBLIC",719173,"2011_2012"
"9500","FIVE TOWNS COLLEGE","NY","PROPRIETARY",9768531,"2011_2012"
"9501","ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES","NY","PUBLIC",1377504,"2011_2012"
"9502","ONONDAGA CORTLAND MADISON BOCES","NY","PUBLIC",3729265,"2011_2012"
