"","School","State","School.Type","Total.Disbursements","Year"
"13882","UNIVERSITY OF TEXAS OF THE PERMIAN BASIN","TX","Public",11002305,"2014_2015"
"13883","MIDDLESEX COMMUNITY COLLEGE-","MA","Public",4806851,"2014_2015"
"13884","BELMONT COLLEGE","OH","Public",2352475,"2014_2015"
"13885","SHAWNEE STATE UNIVERSITY","OH","Public",23885367,"2014_2015"
"13886","LUNA COMMUNITY COLLEGE","NM","Public",282220,"2014_2015"
"13887","COLLEGE OF THE OUACHITAS","AR","Public",1792681,"2014_2015"
"13888","MORGAN COMMUNITY COLLEGE","CO","Public",1629097,"2014_2015"
"13889","SAINT ANTHONY COLLEGE OF NURSING","IL","Private-Nonprofit",2635344,"2014_2015"
"13890","SANTA BARBARA BUSINESS COLLEGE","CA","Proprietary",3299782,"2014_2015"
"13891","OAK HILLS CHRISTIAN COLLEGE","MN","Private-Nonprofit",773261,"2014_2015"
"13892","PASSAIC COUNTY COMMUNITY COLLEGE","NJ","Public",2221914,"2014_2015"
"13893","GREATER JOHNSTOWN AREA VOCATIONAL TECHNICAL SCHOOL -","PA","Public",1119924,"2014_2015"
"13894","GARRETT COLLEGE","MD","Public",1979865,"2014_2015"
"13895","PAYNE THEOLOGICAL SEMINARY","OH","Private-Nonprofit",1732337,"2014_2015"
"13896","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER (THE)","TX","Public",28924857,"2014_2015"
"13897","LEWIS AND CLARK COMMUNITY COLLEGE","IL","Public",2750310,"2014_2015"
"13898","JAMES A. RHODES STATE COLLEGE","OH","Public",7193679,"2014_2015"
"13899","BON SECOURS MEMORIAL COLLEGE OF NURSING","VA","Private-Nonprofit",2626196,"2014_2015"
"13900","CUNY LAGUARDIA COMMUNITY COLLEGE","NY","Public",4146523,"2014_2015"
"13901","JEFFERSON LEWIS BOCES PROGRAM OF PRACTICAL NURSING","NY","Public",382521,"2014_2015"
"13902","CRAWFORD COUNTY CAREER & TECHNICAL CENTER","PA","Public",280250,"2014_2015"
"13903","AIKEN TECHNICAL COLLEGE","SC","Public",3085077,"2014_2015"
"13904","VERNON COLLEGE","TX","Public",6498720,"2014_2015"
"13905","LUND UNIVERSITY",NA,"Foreign-Public",900198,"2014_2015"
"13906","UNIVERSITY OF CAPE TOWN",NA,"Foreign-Public",573782,"2014_2015"
"13907","UNIVERSITY OF OXFORD - ST PETER'S COLLEGE",NA,"Foreign-Public",387167,"2014_2015"
"13908","UNIVERSITY OF OXFORD - CORPUS CHRISTI COLLEGE",NA,"Foreign-Public",86842,"2014_2015"
"13909","ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA (THE)",NA,"Foreign-Public",2040623,"2014_2015"
"13910","UNIVERSITY OF OXFORD - BALLIOL COLLEGE",NA,"Foreign-Public",178238,"2014_2015"
"13911","CUNY MEDGAR EVERS COLLEGE","NY","Public",6532264,"2014_2015"
"13912","NEUMONT UNIVERSITY","UT","Proprietary",7605095,"2014_2015"
"13913","UNIVERSITY OF TEXAS AT SAN ANTONIO","TX","Public",126366411,"2014_2015"
"13914","PHAGANS' MEDFORD BEAUTY SCHOOL","OR","Proprietary",194764,"2014_2015"
"13915","WADE COLLEGE","TX","Proprietary",2340682,"2014_2015"
"13916","STEWART SCHOOL","SD","Proprietary",655416,"2014_2015"
"13917","TOURO COLLEGE - MAIN CAMPUS MIDTOWN","NY","Private-Nonprofit",136877710,"2014_2015"
"13918","UNIVERSITY OF READING",NA,"Foreign-Public",1193213,"2014_2015"
"13919","WESTERN SUFFOLK BOCES","NY","Public",1369412,"2014_2015"
"13920","COLORADO TECHNICAL UNIVERSITY","CO","Proprietary",261031596,"2014_2015"
"13921","PEPPERDINE UNIVERSITY","CA","Private-Nonprofit",111059706,"2014_2015"
"13922","VINCENNES BEAUTY COLLEGE","IN","Proprietary",91472,"2014_2015"
"13923","HELENE FULD COLLEGE OF NURSING","NY","Private-Nonprofit",3486475,"2014_2015"
"13924","CARDIFF UNIVERSITY",NA,"Foreign-Public",1232988,"2014_2015"
"13925","C. G. JUNG INSTITUTE ZURICH, KUSNACHT",NA,"Foreign-Private",40500,"2014_2015"
"13926","LORAINES ACADEMY & SPA","FL","Proprietary",734660,"2014_2015"
"13927","NATIONWIDE BEAUTY ACADEMY","OH","Proprietary",451949,"2014_2015"
"13928","WESTERN DAKOTA TECHNICAL INSTITUTE","SD","Public",4017888,"2014_2015"
"13929","WESTMORELAND COUNTY COMMUNITY COLLEGE","PA","Public",10833149,"2014_2015"
"13930","ROGUE COMMUNITY COLLEGE","OR","Public",11854157,"2014_2015"
"13931","UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN",NA,"Foreign-Public",9691196,"2014_2015"
"13932","UNIVERSITY OF CAMBRIDGE CHURCHILL COLLEGE",NA,"Foreign-Public",125666,"2014_2015"
"13933","ART INSTITUTE OF FORT LAUDERDALE (THE)","FL","Proprietary",13159337,"2014_2015"
"13934","ECPI UNIVERSITY","VA","Proprietary",86360116,"2014_2015"
"13935","SAINT PAUL UNIVERSITY",NA,"Foreign-Public",54488,"2014_2015"
"13936","UNIVERSITY OF STIRLING",NA,"Foreign-Public",878535,"2014_2015"
"13937","ART INSTITUTES INTERNATIONAL MINNESOTA (THE)","MN","Proprietary",8545692,"2014_2015"
"13938","BENEDICTINE COLLEGE","KS","Private-Nonprofit",11976215,"2014_2015"
"13939","SOUTH COLLEGE-ASHEVILLE","NC","Proprietary",4021215,"2014_2015"
"13940","RANDALL UNIVERSITY","OK","Private-Nonprofit",1178185,"2014_2015"
"13941","HICKEY COLLEGE","MO","Proprietary",4923341,"2014_2015"
"13942","OHIO STATE BEAUTY ACADEMY","OH","Proprietary",623643,"2014_2015"
"13943","SUNY EMPIRE STATE COLLEGE","NY","Public",52144996,"2014_2015"
"13944","FORTIS INSTITUTE","MD","Proprietary",24019661,"2014_2015"
"13945","HANNAH E MULLINS SCHOOL OF PRACTICAL NURSING","OH","Public",308889,"2014_2015"
"13946","UNIVERSITY OF CAMBRIDGE - CLARE COLLEGE",NA,"Foreign-Public",290058,"2014_2015"
"13947","EASTERN VIRGINIA MEDICAL SCHOOL","VA","Public",46319769,"2014_2015"
"13948","LOS MEDANOS COLLEGE","CA","Public",553175,"2014_2015"
"13949","CINCINNATI STATE TECHNICAL & COMMUNITY COLLEGE","OH","Public",28056683,"2014_2015"
"13950","COLLEGE OF SOUTHERN NEVADA","NV","Public",54116535,"2014_2015"
"13951","WESTERN NEVADA COLLEGE","NV","Public",4822272,"2014_2015"
"13952","WHATCOM COMMUNITY COLLEGE","WA","Public",4223478,"2014_2015"
"13953","CHARLES DREW UNIVERSITY OF MEDICINE AND SCIENCE","CA","Private-Nonprofit",15676385,"2014_2015"
"13954","METROPOLITAN STATE UNIVERSITY","MN","Public",41270148,"2014_2015"
"13955","EL PASO COUNTY COMMUNITY COLLEGE DISTRICT","TX","Public",8197316,"2014_2015"
"13956","READING AREA COMMUNITY COLLEGE","PA","Public",12774943,"2014_2015"
"13957","OKLAHOMA CITY COMMUNITY COLLEGE","OK","Public",10690740,"2014_2015"
"13958","UNIVERSITY OF SAN DIEGO","CA","Private-Nonprofit",96322731,"2014_2015"
"13959","DAKOTA COUNTY TECHNICAL COLLEGE","MN","Public",8611585,"2014_2015"
"13960","PINNACLE CAREER INSTITUTE","MO","Proprietary",6175540,"2014_2015"
"13961","JOSEF'S SCHOOL OF HAIR DESIGN","ND","Proprietary",908161,"2014_2015"
"13962","TRICOCI UNIVERSITY OF BEAUTY CULTURE","IN","Proprietary",736366,"2014_2015"
"13963","TESST COLLEGE OF TECHNOLOGY","MD","Proprietary",1933150,"2014_2015"
"13964","MARINELLO SCHOOL OF BEAUTY","CT","Proprietary",1676572,"2014_2015"
"13965","INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY",NA,"Foreign-Private",289125,"2014_2015"
"13966","SUMMIT SALON ACADEMY","KY","Proprietary",1689521,"2014_2015"
"13967","RENTON TECHNICAL COLLEGE","WA","Public",2739198,"2014_2015"
"13968","PARDEE RAND GRADUATE SCHOOL","CA","Private-Nonprofit",89253,"2014_2015"
"13969","PLAZA BEAUTY SCHOOL","TN","Proprietary",57260,"2014_2015"
"13970","WASHINGTON STATE COMMUNITY COLLEGE","OH","Public",3944174,"2014_2015"
"13971","UNIVERSITY OF HAIFA",NA,"Foreign-Public",453703,"2014_2015"
"13972","AMERICAN BAPTIST THEOLOGICAL SEMINARY","TN","Private-Nonprofit",1266604,"2014_2015"
"13973","KALAMAZOO BEAUTY ACADEMY","MI","Proprietary",110832,"2014_2015"
"13974","INSEAD",NA,"Foreign-Private",2892519,"2014_2015"
"13975","MARYMOUNT CALIFORNIA UNIVERSITY","CA","Private-Nonprofit",5681054,"2014_2015"
"13976","WEST GEORGIA TECHNICAL COLLEGE","GA","Public",9286673,"2014_2015"
"13977","AMERICAN NATIONAL UNIVERSITY","IN","Proprietary",10906713,"2014_2015"
"13978","REGENCY BEAUTY INSTITUTE","MN","Proprietary",44383352,"2014_2015"
"13979","HENNEPIN TECHNICAL COLLEGE -","MN","Public",19924697,"2014_2015"
"13980","CRANFIELD UNIVERSITY",NA,"Foreign-Public",302470,"2014_2015"
"13981","LAKEVIEW COLLEGE OF NURSING","IL","Private-Nonprofit",2901819,"2014_2015"
"13982","WICHITA TECHNICAL INSTITUTE","KS","Proprietary",6971992,"2014_2015"
"13983","ACADEMY OF HAIR DESIGN","OR","Proprietary",352371,"2014_2015"
"13984","HALLMARK UNIVERSITY","TX","Private-Nonprofit",5688832,"2014_2015"
"13985","TRINITY LABAN CONSERVATOIRE OF MUSIC AND DANCE",NA,"Foreign-Public",615323,"2014_2015"
"13986","UNIVERSITY OF HERTFORDSHIRE",NA,"Foreign-Public",230312,"2014_2015"
"13987","MEMPHIS THEOLOGICAL SEMINARY","TN","Private-Nonprofit",2645449,"2014_2015"
"13988","EMPIRE BEAUTY SCHOOL","PA","Proprietary",11818114,"2014_2015"
"13989","CENTURY COLLEGE","MN","Public",27122677,"2014_2015"
"13990","NEW YORK SCHOOL FOR MEDICAL & DENTAL ASSISTANTS","NY","Proprietary",2474769,"2014_2015"
"13991","CONCORDIA COLLEGE ALABAMA","AL","Private-Nonprofit",3738106,"2014_2015"
"13992","WEST VIRGINIA JUNIOR COLLEGE","WV","Proprietary",1925655,"2014_2015"
"13993","LONDON INTERNATIONAL FILM SCHOOL",NA,"Foreign-Private",675646,"2014_2015"
"13994","AUSTRALIAN NATIONAL UNIVERSITY",NA,"Foreign-Public",771391,"2014_2015"
"13995","BANGOR UNIVERSITY",NA,"Foreign-Public",462287,"2014_2015"
"13996","RICHMOND, THE AMERICAN INTERNATIONAL UNIVERSITY IN LONDON",NA,"Foreign-Private",5225669,"2014_2015"
"13997","INSTITUT D'ETUDES POLITIQUES DE PARIS",NA,"Foreign-Public",1433705,"2014_2015"
"13998","MID AMERICA COLLEGE OF FUNERAL SERVICE","IN","Private-Nonprofit",448829,"2014_2015"
"13999","PB COSMETOLOGY EDUCATION CENTRE","NJ","Proprietary",947459,"2014_2015"
"14000","DEWOLFF HAIRSTYLING AND COSMETOLOGY INSTITUTE","NM","Proprietary",297693,"2014_2015"
"14001","HOUSTON COMMUNITY COLLEGE","TX","Public",88393540,"2014_2015"
"14002","SOUTHERN WESTCHESTER BOCES","NY","Public",654179,"2014_2015"
"14003","PASCO - HERNANDO STATE COLLEGE","FL","Public",10423603,"2014_2015"
"14004","TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER","TX","Public",71070813,"2014_2015"
"14005","REGENT COLLEGE",NA,"Foreign-Private",729447,"2014_2015"
"14006","UNIVERSIDAD DE MONTERREY",NA,"Foreign-Private",53900,"2014_2015"
"14007","MACQUARIE UNIVERSITY",NA,"Foreign-Public",551569,"2014_2015"
"14008","ERIE COMMUNITY COLLEGE","NY","Public",16146689,"2014_2015"
"14009","UNIVERSITY OF QUEENSLAND (THE)",NA,"Foreign-Public",29634548,"2014_2015"
"14010","TRI COUNTY BEAUTY ACADEMY","IL","Proprietary",91287,"2014_2015"
"14011","CAPITAL AREA CAREER CENTER","IL","Public",798682,"2014_2015"
"14012","RYERSON UNIVERSITY",NA,"Foreign-Public",173694,"2014_2015"
"14013","CARLOS ALBIZU UNIVERSITY","PR","Private-Nonprofit",29601013,"2014_2015"
"14014","DEVRY UNIVERSITY","IL","Proprietary",557328482,"2014_2015"
"14015","MARION TECHNICAL COLLEGE","OH","Public",2548842,"2014_2015"
"14016","ACADEMY OF SALON AND SPA","AR","Proprietary",601618,"2014_2015"
"14017","DALLAS INSTITUTE OF FUNERAL SERVICE","TX","Private-Nonprofit",658726,"2014_2015"
"14018","GUPTON-JONES COLLEGE","GA","Private-Nonprofit",822591,"2014_2015"
"14019","PORTER AND CHESTER INSTITUTE","CT","Proprietary",26100895,"2014_2015"
"14020","UNIVERSITY OF OXFORD - WORCESTER COLLEGE",NA,"Foreign-Public",173134,"2014_2015"
"14021","NATIONAL UNIVERSITY OF IRELAND, MAYNOOTH",NA,"Foreign-Public",473991,"2014_2015"
"14022","AMERICAN ACADEMY MCALLISTER INSTITUTE","NY","Private-Nonprofit",1784466,"2014_2015"
"14023","PITTSBURGH INSTITUTE OF MORTUARY SCIENCE","PA","Private-Nonprofit",1612574,"2014_2015"
"14024","KINGSTON UNIVERSITY",NA,"Foreign-Public",4518429,"2014_2015"
"14025","CONSERVATORIO DE MUSICA DE PUERTO RICO","PR","Public",576125,"2014_2015"
"14026","DAVID PRESSLEY PROFESSIONAL SCHOOL OF COSMETOLOGY","MI","Proprietary",1001301,"2014_2015"
"14027","PIVOT POINT ACADEMY","IL","Proprietary",1254847,"2014_2015"
"14028","BRANFORD HALL CAREER INSTITUTE","NJ","Proprietary",1941701,"2014_2015"
"14029","THOMAS JEFFERSON SCHOOL OF LAW","CA","Private-Nonprofit",36946225,"2014_2015"
"14030","AVALON SCHOOL OF COSMETOLOGY","AZ","Proprietary",5069769,"2014_2015"
"14031","GREATER ALTOONA CAREER & TECHNOLOGY CENTER","PA","Public",1373500,"2014_2015"
"14032","WEST VIRGINIA BUSINESS COLLEGE","WV","Proprietary",1139474,"2014_2015"
"14033","UNIVERSITY OF DUNDEE",NA,"Foreign-Public",813576,"2014_2015"
"14034","UNIVERSITY OF OXFORD - MAGDALEN COLLEGE",NA,"Foreign-Public",108759,"2014_2015"
"14035","UNIVERSITY OF OXFORD - ST JOHN'S COLLEGE",NA,"Foreign-Public",97741,"2014_2015"
"14036","RICHLAND COMMUNITY COLLEGE","IL","Public",1445584,"2014_2015"
"14037","CHATFIELD COLLEGE","OH","Private-Nonprofit",2247284,"2014_2015"
"14038","STARK STATE COLLEGE","OH","Public",28192291,"2014_2015"
"14039","RIZZIERI AVEDA SCHOOL FOR BEAUTY AND WELLNESS","NJ","Proprietary",1202923,"2014_2015"
"14040","CINCINNATI COLLEGE OF MORTUARY SCIENCE","OH","Private-Nonprofit",1194844,"2014_2015"
"14041","MADISON MEDIA INSTITUTE","WI","Proprietary",9482099,"2014_2015"
"14042","MONASH UNIVERSITY",NA,"Foreign-Public",459420,"2014_2015"
"14043","UNIVERSITY OF EAST ANGLIA",NA,"Foreign-Public",1628028,"2014_2015"
"14044","UNIVERSITY OF PUERTO RICO - UTUADO","PR","Public",327900,"2014_2015"
"14045","UNION INSTITUTE & UNIVERSITY","OH","Private-Nonprofit",20393695,"2014_2015"
"14046","UNIVERSITY OF OXFORD - ST HUGH'S COLLEGE",NA,"Foreign-Public",514793,"2014_2015"
"14047","PUTNAM-WESTCHESTER BOCES","NY","Public",110560,"2014_2015"
"14048","GREENE COUNTY CAREER & TECHNOLOGY CENTER","PA","Public",340152,"2014_2015"
"14049","UNIVERSITY OF PUERTO RICO BAYAMON TECHNICAL UNIVERSITY COLLEGE","PR","Public",655222,"2014_2015"
"14050","UNIVERSIDAD CENTRAL DEL ESTE",NA,"Foreign-Private",3331419,"2014_2015"
"14051","UNIVERSITY OF OXFORD - SOMERVILLE COLLEGE",NA,"Foreign-Public",143352,"2014_2015"
"14052","HOBART INSTITUTE OF WELDING TECHNOLOGY","OH","Private-Nonprofit",2466308,"2014_2015"
"14053","EAST GEORGIA STATE COLLEGE","GA","Public",9822692,"2014_2015"
"14054","PENNSYLVANIA INSTITUTE OF TECHNOLOGY","PA","Private-Nonprofit",4922410,"2014_2015"
"14055","UNIVERSITY OF OXFORD - WADHAM COLLEGE",NA,"Foreign-Public",20500,"2014_2015"
"14056","WARRENSBURG AREA CAREER CENTER","MO","Public",297988,"2014_2015"
"14057","TECHNICAL CAREER INSTITUTES","NY","Proprietary",19577724,"2014_2015"
"14058","CENTRAL OHIO TECHNICAL COLLEGE","OH","Public",9411587,"2014_2015"
"14059","UNIVERSITY OF OXFORD - ST HILDA'S COLLEGE",NA,"Foreign-Public",329452,"2014_2015"
"14060","UNIVERSITY OF OXFORD - ST ANNE'S COLLEGE",NA,"Foreign-Public",254416,"2014_2015"
"14061","UNIVERSITY OF OXFORD - LADY MARGARET HALL",NA,"Foreign-Public",168860,"2014_2015"
"14062","UNIVERSITY OF OXFORD - UNIVERSITY COLLEGE",NA,"Foreign-Public",147912,"2014_2015"
"14063","UNIVERSITY OF OXFORD - TRINITY COLLEGE",NA,"Foreign-Public",122620,"2014_2015"
"14064","UNIVERSITY OF OXFORD - ST EDMUND HALL",NA,"Foreign-Public",427601,"2014_2015"
"14065","UNIVERSITY OF OXFORD - ST ANTONY'S COLLEGE",NA,"Foreign-Public",825776,"2014_2015"
"14066","UNIVERSITY OF OXFORD - QUEEN'S COLLEGE",NA,"Foreign-Public",353689,"2014_2015"
"14067","UNIVERSITY OF OXFORD - PEMBROKE COLLEGE",NA,"Foreign-Public",255308,"2014_2015"
"14068","UNIVERSITY OF OXFORD - ORIEL COLLEGE",NA,"Foreign-Public",274583,"2014_2015"
"14069","UNIVERSITY OF OXFORD - NUFFIELD COLLEGE",NA,"Foreign-Public",138557,"2014_2015"
"14070","UNIVERSITY OF OXFORD - NEW COLLEGE",NA,"Foreign-Public",157787,"2014_2015"
"14071","UNIVERSITY OF OXFORD - MERTON COLLEGE",NA,"Foreign-Public",340630,"2014_2015"
"14072","UNIVERSITY OF OXFORD - LINCOLN COLLEGE",NA,"Foreign-Public",383661,"2014_2015"
"14073","UNIVERSITY OF OXFORD - KEBLE COLLEGE",NA,"Foreign-Public",135751,"2014_2015"
"14074","UNIVERSITY OF OXFORD - JESUS COLLEGE",NA,"Foreign-Public",275702,"2014_2015"
"14075","UNIVERSITY OF OXFORD - HERTFORD COLLEGE",NA,"Foreign-Public",190906,"2014_2015"
"14076","UNIVERSITY OF OXFORD - EXETER COLLEGE",NA,"Foreign-Public",94608,"2014_2015"
"14077","UNIVERSITY OF OXFORD - CHRIST CHURCH COLLEGE",NA,"Foreign-Public",126475,"2014_2015"
"14078","UNIVERSITY OF OXFORD - BRASENOSE COLLEGE",NA,"Foreign-Public",81500,"2014_2015"
"14079","BAINBRIDGE STATE COLLEGE","GA","Public",6738739,"2014_2015"
"14080","FLINDERS UNIVERSITY",NA,"Foreign-Public",343416,"2014_2015"
"14081","UNIVERSITY OF WESTERN AUSTRALIA (THE)",NA,"Foreign-Public",212539,"2014_2015"
"14082","FLINT INSTITUTE OF BARBERING","MI","Proprietary",442073,"2014_2015"
"14083","EVEREST COLLEGE","CA","Proprietary",1067246,"2014_2015"
"14084","EVEREST COLLEGE","CA","Proprietary",1832812,"2014_2015"
"14085","FASHION INSTITUTE OF DESIGN & MERCHANDISING -","CA","Proprietary",47238465,"2014_2015"
"14086","MAHARISHI UNIVERSITY OF MANAGEMENT","IA","Private-Nonprofit",4492697,"2014_2015"
"14087","ALLIANT INTERNATIONAL UNIVERSITY","CA","Proprietary",68169977,"2014_2015"
"14088","EVEREST COLLEGE","CA","Proprietary",1118031,"2014_2015"
"14089","GOODING INSTITUTE OF NURSE ANESTHESIA","FL","Proprietary",1751475,"2014_2015"
"14090","EASTERN IDAHO TECHNICAL COLLEGE","ID","Public",1813459,"2014_2015"
"14091","LONE STAR COLLEGE-NORTH HARRIS","TX","Public",66991464,"2014_2015"
"14092","ASNUNTUCK COMMUNITY COLLEGE","CT","Public",915571,"2014_2015"
"14093","TEXAS A&M UNIVERSITY - CORPUS CHRISTI","TX","Public",60083631,"2014_2015"
"14094","UNIVERSITY OF TEXAS AT TYLER","TX","Public",40806899,"2014_2015"
"14095","BROADVIEW UNIVERSITY","UT","Proprietary",5731533,"2014_2015"
"14096","COMMUNITY COLLEGE OF VERMONT","VT","Public",6328812,"2014_2015"
"14097","BUNKER HILL COMMUNITY COLLEGE-","MA","Public",5346659,"2014_2015"
"14098","UNIVERSITY OF THE WITWATERSRAND",NA,"Foreign-Public",143561,"2014_2015"
"14099","WINDWARD COMMUNITY COLLEGE","HI","Public",2431240,"2014_2015"
"14100","AARHUS UNIVERSITY",NA,"Foreign-Public",145933,"2014_2015"
"14101","WEST VIRGINIA SCHOOL OF OSTEOPATHIC MEDICINE","WV","Public",42198742,"2014_2015"
"14102","OKLAHOMA STATE UNIVERSITY CENTER FOR HEALTH SCIENCES","OK","Public",23216331,"2014_2015"
"14103","COLLEGE OF THE ATLANTIC","ME","Private-Nonprofit",1785822,"2014_2015"
"14104","NATIONAL UNIVERSITY - LA JOLLA","CA","Private-Nonprofit",165143730,"2014_2015"
"14105","UNIVERSITY OF ALASKA ANCHORAGE","AK","Public",36743103,"2014_2015"
"14106","SANFORD MEDICAL CENTER","SD","Private-Nonprofit",58300,"2014_2015"
"14107","DIVERS INSTITUTE OF TECHNOLOGY","WA","Proprietary",2613787,"2014_2015"
"14108","ADVANCED INSTITUTE OF HAIR DESIGN","WI","Proprietary",1779278,"2014_2015"
"14109","TRICOCI UNIVERSITY OF BEAUTY CULTURE","IN","Proprietary",1849701,"2014_2015"
"14110","EVEREST INSTITUTE","MA","Proprietary",15403,"2014_2015"
"14111","JOSEPH'S COLLEGE COSMETOLOGY","NE","Proprietary",2041634,"2014_2015"
"14112","MORRIS COUNTY SCHOOL OF TECHNOLOGY","NJ","Public",108703,"2014_2015"
"14113","IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE",NA,"Foreign-Public",1642534,"2014_2015"
"14114","COLORADO SCHOOL OF TRADES","CO","Proprietary",991427,"2014_2015"
"14115","BAUDER COLLEGE","GA","Proprietary",1264047,"2014_2015"
"14116","SYLVAIN MELLOUL INTERNATIONAL HAIR ACADEMY","VA","Proprietary",672463,"2014_2015"
"14117","CVPH MEDICAL CENTER","NY","Private-Nonprofit",137751,"2014_2015"
"14118","NEW YORK METHODIST HOSPITAL","NY","Private-Nonprofit",1420887,"2014_2015"
"14119","AUTOMOTIVE TRAINING CENTER","PA","Proprietary",5657329,"2014_2015"
"14120","WELDER TRAINING & TESTING INSTITUTE","PA","Proprietary",354141,"2014_2015"
"14121","WESTWOOD COLLEGE - SOUTH BAY","CA","Proprietary",13145840,"2014_2015"
"14122","D'JAY'S INSTITUTE OF COSMETOLOGY AND ESTHIOLOGY","LA","Proprietary",239488,"2014_2015"
"14123","UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE","MD","Public",193652180,"2014_2015"
"14124","SBI CAMPUS - AN AFFILIATE OF SANFORD-BROWN","NY","Proprietary",1791599,"2014_2015"
"14125","LOYOLA MARYMOUNT UNIVERSITY","CA","Private-Nonprofit",102894475,"2014_2015"
"14126","NORTHEAST COMMUNITY COLLEGE","NE","Public",7303836,"2014_2015"
"14127","MENDOCINO COLLEGE","CA","Public",1210407,"2014_2015"
"14128","MAINE COLLEGE OF ART","ME","Private-Nonprofit",4535487,"2014_2015"
"14129","MEMORIAL SLOAN KETTERING CANCER CENTER","NY","Private-Nonprofit",86964,"2014_2015"
"14130","STATE UNIVERSITY OF NEW YORK POLYTECHNIC INSTITUTE","NY","Public",13062670,"2014_2015"
"14131","UNIVERSITY OF BATH",NA,"Foreign-Public",558359,"2014_2015"
"14132","FRANKLIN COLLEGE SWITZERLAND",NA,"Foreign-Private",2406129,"2014_2015"
"14133","REFRIGERATION SCHOOL (THE)","AZ","Proprietary",5507903,"2014_2015"
"14134","NORTH-WEST COLLEGE","CA","Proprietary",4600759,"2014_2015"
"14135","UNIVERSITY OF HOUSTON-CLEAR LAKE","TX","Public",31243528,"2014_2015"
"14136","JOSEPH F. MCCLOSKEY SCHOOL OF NURSING AT SCHUYLKILL HEALTH","PA","Private-Nonprofit",516818,"2014_2015"
"14137","UNIVERSIDAD DEL TURABO","PR","Private-Nonprofit",62160375,"2014_2015"
"14138","BRIERCREST COLLEGE AND SEMINARY",NA,"Foreign-Private",37095,"2014_2015"
"14139","DELAWARE TECHNICAL COMMUNITY COLLEGE","DE","Public",9962402,"2014_2015"
"14140","MAYO CLINIC COLLEGE OF MEDICINE","MN","Private-Nonprofit",8673445,"2014_2015"
"14141","PIKE LINCOLN TECHNICAL CENTER","MO","Public",8000,"2014_2015"
"14142","NATIONAL BEAUTY COLLEGE","OH","Proprietary",344185,"2014_2015"
"14143","OHIO TECHNICAL COLLEGE","OH","Proprietary",9264366,"2014_2015"
"14144","ROYAL ACADEMY OF MUSIC",NA,"Foreign-Public",794350,"2014_2015"
"14145","GOLDSMITHS COLLEGE - UNIVERSITY OF LONDON",NA,"Foreign-Public",4304288,"2014_2015"
"14146","BRUNEL UNIVERSITY LONDON",NA,"Foreign-Public",859590,"2014_2015"
"14147","FRANCISCAN SCHOOL OF THEOLOGY","CA","Private-Nonprofit",116358,"2014_2015"
"14148","PAUL MITCHELL THE SCHOOL FAYETTEVILLE","NC","Proprietary",4695864,"2014_2015"
"14149","ARIZONA ACADEMY OF BEAUTY - NORTH","AZ","Proprietary",231338,"2014_2015"
"14150","TAYLOR BUSINESS INSTITUTE","IL","Proprietary",816557,"2014_2015"
"14151","SAN DIEGO MIRAMAR COLLEGE","CA","Public",1068968,"2014_2015"
"14152","WISCONSIN INDIANHEAD TECHNICAL COLLEGE","WI","Public",5351407,"2014_2015"
"14153","BERK TRADE & BUSINESS SCHOOL","NY","Proprietary",1428445,"2014_2015"
"14154","UNIVERSITY OF OXFORD - MANSFIELD COLLEGE",NA,"Foreign-Public",58398,"2014_2015"
"14155","EVEREST COLLEGE","IL","Private-Nonprofit",1129830,"2014_2015"
"14156","WORD OF LIFE BIBLE INSTITUTE","NY","Private-Nonprofit",1862316,"2014_2015"
"14157","MOHAVE COMMUNITY COLLEGE","AZ","Public",5955176,"2014_2015"
"14158","CALIFORNIA HAIR DESIGN ACADEMY","CA","Proprietary",837696,"2014_2015"
"14159","LU ROSS ACADEMY","CA","Proprietary",1162525,"2014_2015"
"14160","BEAVER FALLS BEAUTY ACADEMY","PA","Proprietary",257327,"2014_2015"
"14161","WESTCHESTER SCHOOL OF BEAUTY CULTURE","NY","Proprietary",332385,"2014_2015"
"14162","VERMONT LAW SCHOOL","VT","Private-Nonprofit",20892407,"2014_2015"
"14163","AMERICAN UNIVERSITY OF PUERTO RICO","PR","Private-Nonprofit",1099267,"2014_2015"
"14164","AUSTIN COMMUNITY COLLEGE","TX","Public",21979034,"2014_2015"
"14165","VICTORIA BEAUTY COLLEGE","TX","Proprietary",286115,"2014_2015"
"14166","BELLUS ACADEMY","CA","Proprietary",1114350,"2014_2015"
"14167","SAN DIEGO CHRISTIAN COLLEGE","CA","Private-Nonprofit",7926267,"2014_2015"
"14168","MANSFIELD BEAUTY SCHOOLS","MA","Proprietary",157692,"2014_2015"
"14169","ROSEDALE TECHNICAL COLLEGE","PA","Private-Nonprofit",3463142,"2014_2015"
"14170","PRO WAY HAIR SCHOOL","GA","Proprietary",1260394,"2014_2015"
