"","School","State","School.Type","Total.Disbursements","Year"
"297","MASTER'S COLLEGE & SEMINARY (THE)","CA","PRIVATE",7660034,"2012_2013"
"298","LOS ANGELES CITY COLLEGE","CA","PUBLIC",7860400,"2012_2013"
"299","LOS ANGELES HARBOR COLLEGE","CA","PUBLIC",612959,"2012_2013"
"300","LOS ANGELES PIERCE COLLEGE","CA","PUBLIC",9475560,"2012_2013"
"301","LOS ANGELES TRADE-TECHNICAL COLLEGE","CA","PUBLIC",3080440,"2012_2013"
"302","LOS ANGELES VALLEY COLLEGE","CA","PUBLIC",6518924,"2012_2013"
"303","SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES","CA","PRIVATE",21753867,"2012_2013"
"304","MARSHALL B. KETCHUM UNIVERSITY","CA","PRIVATE",10259330,"2012_2013"
"305","AMERICAN RIVER COLLEGE","CA","PUBLIC",15480067,"2012_2013"
"306","SACRAMENTO CITY COLLEGE","CA","PUBLIC",10338211,"2012_2013"
"307","MENLO COLLEGE","CA","PRIVATE",5478794,"2012_2013"
"308","MILLS COLLEGE","CA","PRIVATE",17440807,"2012_2013"
"309","MIRACOSTA COLLEGE","CA","PUBLIC",1124859,"2012_2013"
"310","MONTEREY PENINSULA COLLEGE","CA","PUBLIC",1830103,"2012_2013"
"311","MOUNT SAINT MARY'S UNIVERSITY","CA","PRIVATE",32461481,"2012_2013"
"312","MOUNT SAN ANTONIO COLLEGE","CA","PUBLIC",2318361,"2012_2013"
"313","NAPA VALLEY COLLEGE","CA","PUBLIC",963673,"2012_2013"
"314","OCCIDENTAL COLLEGE","CA","PRIVATE",9638722,"2012_2013"
"315","ORANGE COAST COLLEGE","CA","PUBLIC",2002700,"2012_2013"
"316","OTIS COLLEGE OF ART & DESIGN","CA","PRIVATE",11952257,"2012_2013"
"317","HOPE INTERNATIONAL UNIVERSITY","CA","PRIVATE",10507376,"2012_2013"
"318","FRESNO PACIFIC UNIVERSITY","CA","PRIVATE",24979433,"2012_2013"
"319","PACIFIC LUTHERAN THEOLOGICAL SEMINARY","CA","PRIVATE",584645,"2012_2013"
"320","PACIFIC OAKS COLLEGE","CA","PRIVATE",17249887,"2012_2013"
"321","PACIFIC SCHOOL OF RELIGION","CA","PRIVATE",2158664,"2012_2013"
"322","PACIFIC UNION COLLEGE","CA","PRIVATE",11226688,"2012_2013"
"323","PALOMAR COLLEGE","CA","PUBLIC",2733697,"2012_2013"
"324","PASADENA CITY COLLEGE","CA","PUBLIC",1709808,"2012_2013"
"325","POINT LOMA NAZARENE UNIVERSITY","CA","PRIVATE",30303264,"2012_2013"
"326","LANEY COLLEGE","CA","PUBLIC",1601893,"2012_2013"
"327","MERRITT COLLEGE","CA","PUBLIC",2128073,"2012_2013"
"328","RIO HONDO COMMUNITY COLLEGE","CA","PUBLIC",885594,"2012_2013"
"329","RIVERSIDE CITY COLLEGE","CA","PUBLIC",2383005,"2012_2013"
"330","SAN DIEGO CITY COLLEGE","CA","PUBLIC",3615312,"2012_2013"
"331","SAN DIEGO MESA COLLEGE","CA","PUBLIC",2783320,"2012_2013"
"332","SAN FRANCISCO CONSERVATORY OF MUSIC","CA","PRIVATE",4732411,"2012_2013"
"333","SAN FRANCISCO THEOLOGICAL SEMINARY","CA","PRIVATE",663307,"2012_2013"
"334","SAN JOAQUIN DELTA COLLEGE","CA","PUBLIC",5362950,"2012_2013"
"335","WILLIAM JESSUP UNIVERSITY","CA","PRIVATE",7217176,"2012_2013"
"336","SAN JOSE CITY COLLEGE","CA","PUBLIC",1328356,"2012_2013"
"337","SANTA ANA COLLEGE","CA","PUBLIC",1559247,"2012_2013"
"338","SANTA BARBARA CITY COLLEGE","CA","PUBLIC",14047243,"2012_2013"
"339","SANTA MONICA COLLEGE","CA","PUBLIC",2248488,"2012_2013"
"340","SANTA ROSA JUNIOR COLLEGE","CA","PUBLIC",2816983,"2012_2013"
"341","CLAREMONT SCHOOL OF THEOLOGY","CA","PRIVATE",2309123,"2012_2013"
"342","SHASTA COLLEGE","CA","PUBLIC",4035317,"2012_2013"
"343","SIERRA COLLEGE","CA","PUBLIC",10142710,"2012_2013"
"344","SIMPSON UNIVERSITY","CA","PRIVATE",10142547,"2012_2013"
"345","SOLANO COMMUNITY COLLEGE","CA","PUBLIC",2700620,"2012_2013"
"346","VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA","CA","PRIVATE",17199269,"2012_2013"
"347","SOUTHWESTERN COMMUNITY COLLEGE DISTRICT","CA","PUBLIC",1574690,"2012_2013"
"348","SOUTHWESTERN LAW SCHOOL","CA","PRIVATE",32599141,"2012_2013"
"349","DOMINICAN SCHOOL OF PHILOSOPHY AND THEOLOGY","CA","PRIVATE",569104,"2012_2013"
"350","SAINT MARY'S COLLEGE OF CALIFORNIA","CA","PRIVATE",42079204,"2012_2013"
"351","STANFORD UNIVERSITY","CA","PRIVATE",43292603,"2012_2013"
"352","FRESNO CITY COLLEGE","CA","PUBLIC",1978111,"2012_2013"
"353","REEDLEY COLLEGE","CA","PUBLIC",773167,"2012_2013"
"354","UNIVERSITY OF CALIFORNIA, BERKELEY","CA","PUBLIC",139877415,"2012_2013"
"355","UNIVERSITY OF CALIFORNIA, DAVIS","CA","PUBLIC",126800960,"2012_2013"
"356","UNIVERSITY OF CALIFORNIA, IRVINE","CA","PUBLIC",138462829,"2012_2013"
"357","UNIVERSITY OF CALIFORNIA, LOS ANGELES","CA","PUBLIC",226703110,"2012_2013"
"358","UNIVERSITY OF CALIFORNIA, RIVERSIDE","CA","PUBLIC",84915314,"2012_2013"
"359","UNIVERSITY OF CALIFORNIA, SAN DIEGO","CA","PUBLIC",106141920,"2012_2013"
"360","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","CA","PUBLIC",42784612,"2012_2013"
"361","UNIVERSITY OF CALIFORNIA, SANTA BARBARA","CA","PUBLIC",89452862,"2012_2013"
"362","UNIVERSITY OF CALIFORNIA, SANTA CRUZ","CA","PUBLIC",81731181,"2012_2013"
"363","UNIVERSITY OF REDLANDS","CA","PRIVATE",46708260,"2012_2013"
"364","UNIVERSITY OF SAN FRANCISCO","CA","PRIVATE",106107532,"2012_2013"
"365","SANTA CLARA UNIVERSITY","CA","PRIVATE",64715181,"2012_2013"
"366","UNIVERSITY OF SOUTHERN CALIFORNIA","CA","PRIVATE",535479395,"2012_2013"
"367","UNIVERSITY OF THE PACIFIC","CA","PRIVATE",133754761,"2012_2013"
"368","VENTURA COLLEGE","CA","PUBLIC",4924733,"2012_2013"
"369","WEST VALLEY COLLEGE","CA","PUBLIC",344131,"2012_2013"
"370","WESTMONT COLLEGE","CA","PRIVATE",7890683,"2012_2013"
"371","WHITTIER COLLEGE","CA","PRIVATE",42071061,"2012_2013"
"372","WOODBURY UNIVERSITY","CA","PRIVATE",17079982,"2012_2013"
"373","YUBA COLLEGE","CA","PUBLIC",1007830,"2012_2013"
"374","ASHFORD UNIVERSITY","CA","PROPRIETARY",729519907,"2012_2013"
"375","AMERICAN JEWISH UNIVERSITY","CA","PRIVATE",2063751,"2012_2013"
"376","UNIVERSITY OF CALIFORNIA, HASTINGS COLLEGE OF THE LAW","CA","PUBLIC",38675693,"2012_2013"
"377","SAN FRANCISCO ART INSTITUTE","CA","PRIVATE",8102577,"2012_2013"
"378","STARR KING SCHOOL FOR THE MINISTRY","CA","PRIVATE",967648,"2012_2013"
"379","DE ANZA COMMUNITY COLLEGE","CA","PUBLIC",6539428,"2012_2013"
"380","OHLONE COLLEGE","CA","PUBLIC",1171607,"2012_2013"
"381","JOHN F. KENNEDY UNIVERSITY","CA","PRIVATE",31925474,"2012_2013"
"382","PATTEN UNIVERSITY","CA","PRIVATE",558088,"2012_2013"
"383","EVEREST COLLEGE","CA","PROPRIETARY",5440453,"2012_2013"
"384","CITY COLLEGE OF SAN FRANCISCO","CA","PUBLIC",7673830,"2012_2013"
"385","LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH","CA","PUBLIC",752966,"2012_2013"
"386","COLLEGE OF ALAMEDA","CA","PUBLIC",540520,"2012_2013"
"387","CASA LOMA COLLEGE","CA","PRIVATE",6103807,"2012_2013"
"388","CANADA COLLEGE","CA","PUBLIC",915725,"2012_2013"
"389","LINCOLN UNIVERSITY","CA","PRIVATE",914968,"2012_2013"
"390","SAMUEL MERRITT UNIVERSITY","CA","PRIVATE",42204160,"2012_2013"
"391","LOS ANGELES SOUTHWEST COLLEGE","CA","PUBLIC",806497,"2012_2013"
"392","BELLUS ACADEMY","CA","PROPRIETARY",1638056,"2012_2013"
"393","MOORPARK COLLEGE","CA","PUBLIC",2498301,"2012_2013"
"394","NEWBERRY SCHOOL OF BEAUTY","CA","PROPRIETARY",642830,"2012_2013"
"395","LYLE'S COLLEGE OF BEAUTY","CA","PROPRIETARY",292868,"2012_2013"
"396","BRYAN UNIVERSITY","CA","PROPRIETARY",13305814,"2012_2013"
"397","NORTH ADRIAN'S BEAUTY COLLEGE","CA","PROPRIETARY",1665352,"2012_2013"
"398","WYOTECH","CA","PROPRIETARY",10021508,"2012_2013"
"399","SALON SUCCESS ACADEMY","CA","PROPRIETARY",1296258,"2012_2013"
"400","MODERN BEAUTY ACADEMY - OXNARD","CA","PROPRIETARY",172728,"2012_2013"
"401","WESTERN BEAUTY INSTITUTE","CA","PROPRIETARY",1116455,"2012_2013"
"402","HEALD COLLEGE","CA","PROPRIETARY",57756130,"2012_2013"
"403","FEDERICO BEAUTY INSTITUTE","CA","PROPRIETARY",1574008,"2012_2013"
"404","COLEMAN UNIVERSITY","CA","PRIVATE",4326116,"2012_2013"
"405","MARINELLO SCHOOLS OF BEAUTY","CA","PROPRIETARY",17694748,"2012_2013"
"406","HEALD COLLEGE","CA","PROPRIETARY",10992808,"2012_2013"
"407","ACADEMY OF ART UNIVERSITY","CA","PROPRIETARY",162461906,"2012_2013"
"408","COSUMNES RIVER COLLEGE","CA","PUBLIC",5340560,"2012_2013"
"409","BRYMAN COLLEGE","CA","PROPRIETARY",1791100,"2012_2013"
"410","CONCORDE CAREER COLLEGE","CA","PROPRIETARY",6934897,"2012_2013"
"411","SKYLINE COLLEGE","CA","PUBLIC",761481,"2012_2013"
"412","CONCORDE CAREER COLLEGE","CA","PROPRIETARY",7420704,"2012_2013"
"413","CALIFORNIA STATE UNIVERSITY, BAKERSFIELD","CA","PUBLIC",31723400,"2012_2013"
"414","CONCORDE CAREER COLLEGE","CA","PROPRIETARY",8567479,"2012_2013"
"415","BUTTE COLLEGE","CA","PUBLIC",12319720,"2012_2013"
"416","EVEREST COLLEGE","CA","PROPRIETARY",13889817,"2012_2013"
"417","HEALD COLLEGE","CA","PROPRIETARY",17952134,"2012_2013"
"418","HEALD COLLEGE","CA","PROPRIETARY",21454208,"2012_2013"
"419","CONCORDE CAREER COLLEGE","CA","PROPRIETARY",9007669,"2012_2013"
"420","WEST LOS ANGELES COLLEGE","CA","PUBLIC",3508526,"2012_2013"
"421","FEATHER RIVER COLLEGE","CA","PUBLIC",1893613,"2012_2013"
"422","CALIFORNIA CHRISTIAN COLLEGE","CA","PRIVATE",164066,"2012_2013"
"423","WRIGHT INSTITUTE (THE)","CA","PRIVATE",10130315,"2012_2013"
"424","COLLEGE OF THE CANYONS","CA","PUBLIC",4960347,"2012_2013"
"425","SADDLEBACK COLLEGE","CA","PUBLIC",2489061,"2012_2013"
"426","ASSOCIATED TECHNICAL COLLEGE","CA","PROPRIETARY",1577945,"2012_2013"
"427","EMPIRE COLLEGE","CA","PROPRIETARY",3049002,"2012_2013"
"428","CHARLES A. JONES SKILLS AND BUSINESS EDUCATION CENTER","CA","PUBLIC",922336,"2012_2013"
"429","CARRINGTON COLLEGE","CA","PROPRIETARY",42837522,"2012_2013"
"430","SANTA BARBARA BUSINESS COLLEGE","CA","PROPRIETARY",3094805,"2012_2013"
"431","PEPPERDINE UNIVERSITY","CA","PRIVATE",111833914,"2012_2013"
"432","LOS MEDANOS COLLEGE","CA","PUBLIC",266933,"2012_2013"
"433","CHARLES DREW UNIVERSITY OF MEDICINE AND SCIENCE","CA","PRIVATE",16936104,"2012_2013"
"434","UNIVERSITY OF SAN DIEGO","CA","PRIVATE",95806093,"2012_2013"
"435","PARDEE RAND GRADUATE SCHOOL","CA","PRIVATE",148243,"2012_2013"
"436","MARYMOUNT CALIFORNIA UNIVERSITY","CA","PRIVATE",6031490,"2012_2013"
"437","THOMAS JEFFERSON SCHOOL OF LAW","CA","PRIVATE",52523043,"2012_2013"
"438","BRYMAN COLLEGE","CA","PROPRIETARY",1865313,"2012_2013"
"439","EVEREST COLLEGE","CA","PROPRIETARY",4916931,"2012_2013"
"440","EVEREST COLLEGE","CA","PROPRIETARY",12319030,"2012_2013"
"441","FASHION INSTITUTE OF DESIGN & MERCHANDISING","CA","PROPRIETARY",62274120,"2012_2013"
"442","ALLIANT INTERNATIONAL UNIVERSITY","CA","PRIVATE",77604467,"2012_2013"
"443","BRYMAN COLLEGE","CA","PROPRIETARY",1610833,"2012_2013"
"444","EVEREST COLLEGE","CA","PROPRIETARY",7807140,"2012_2013"
"445","NATIONAL UNIVERSITY","CA","PRIVATE",166364885,"2012_2013"
"446","WESTWOOD COLLEGE - SOUTH BAY","CA","PROPRIETARY",21619339,"2012_2013"
"447","LOYOLA MARYMOUNT UNIVERSITY","CA","PRIVATE",111276339,"2012_2013"
"448","MENDOCINO COLLEGE","CA","PUBLIC",1660434,"2012_2013"
"449","NORTH-WEST COLLEGE","CA","PROPRIETARY",3965481,"2012_2013"
"450","FRANCISCAN SCHOOL OF THEOLOGY","CA","PRIVATE",268554,"2012_2013"
"451","SAN DIEGO MIRAMAR COLLEGE","CA","PUBLIC",1219884,"2012_2013"
"452","CALIFORNIA HAIR DESIGN ACADEMY","CA","PROPRIETARY",938646,"2012_2013"
"453","LU ROSS ACADEMY","CA","PROPRIETARY",1457563,"2012_2013"
"454","BELLUS ACADEMY","CA","PROPRIETARY",1457011,"2012_2013"
"455","GALEN COLLEGE OF CALIFORNIA","CA","PROPRIETARY",170841,"2012_2013"
"456","SAN DIEGO CHRISTIAN COLLEGE","CA","PRIVATE",7608030,"2012_2013"
"457","BRYMAN COLLEGE","CA","PROPRIETARY",1639220,"2012_2013"
"458","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","CA","PRIVATE",23786575,"2012_2013"
"459","EVERGREEN VALLEY COLLEGE","CA","PUBLIC",1031667,"2012_2013"
"460","LOS ANGELES MISSION COLLEGE","CA","PUBLIC",2729478,"2012_2013"
"461","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",3093688,"2012_2013"
"462","NORTH-WEST COLLEGE","CA","PROPRIETARY",4896357,"2012_2013"
"463","WYOTECH","CA","PROPRIETARY",20351269,"2012_2013"
"464","MTI COLLEGE","CA","PROPRIETARY",5646439,"2012_2013"
"465","PROFESSIONAL INSTITUTE OF BEAUTY","CA","PROPRIETARY",211411,"2012_2013"
"466","OCEANSIDE COLLEGE OF BEAUTY","CA","PROPRIETARY",428657,"2012_2013"
"467","LANCASTER BEAUTY SCHOOL","CA","PROPRIETARY",585183,"2012_2013"
"468","AMERICAN BEAUTY COLLEGE","CA","PROPRIETARY",232690,"2012_2013"
"469","SALON SUCCESS ACADEMY","CA","PROPRIETARY",2226369,"2012_2013"
"470","CALIFORNIA WESTERN SCHOOL OF LAW","CA","PRIVATE",38021731,"2012_2013"
"471","LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE","CA","PROPRIETARY",822787,"2012_2013"
"472","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",4984191,"2012_2013"
"473","COASTLINE COMMUNITY COLLEGE","CA","PUBLIC",4237119,"2012_2013"
"474","CALIFORNIA BEAUTY COLLEGE","CA","PROPRIETARY",494519,"2012_2013"
"475","CONCORDIA UNIVERSITY","CA","PRIVATE",36959776,"2012_2013"
"476","SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE)","CA","PRIVATE",9817288,"2012_2013"
"477","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",4305940,"2012_2013"
"478","ELEGANCE INTERNATIONAL","CA","PROPRIETARY",743115,"2012_2013"
"479","KAPLAN COLLEGE","CA","PROPRIETARY",12267688,"2012_2013"
"480","FIELDING GRADUATE UNIVERSITY","CA","PRIVATE",17239356,"2012_2013"
"481","AMERICAN CONSERVATORY THEATER FOUNDATION","CA","PRIVATE",428148,"2012_2013"
"482","COLUMBIA COLLEGE HOLLYWOOD","CA","PRIVATE",3402033,"2012_2013"
"483","CALIFORNIA COLLEGE SAN DIEGO","CA","PROPRIETARY",11273592,"2012_2013"
"484","CUYAMACA COLLEGE","CA","PUBLIC",422617,"2012_2013"
"485","MISSION COLLEGE","CA","PUBLIC",435041,"2012_2013"
"486","SAYBROOK UNIVERSITY","CA","PRIVATE",13334890,"2012_2013"
"487","SAN JOAQUIN VALLEY COLLEGE","CA","PROPRIETARY",53320090,"2012_2013"
"488","CAREER ACADEMY OF BEAUTY","CA","PROPRIETARY",899342,"2012_2013"
"489","BRIDGES BEAUTY COLLEGE","CA","PROPRIETARY",418240,"2012_2013"
"490","INSTITUTE FOR BUSINESS & TECHNOLOGY","CA","PROPRIETARY",3230454,"2012_2013"
"491","PALO ALTO UNIVERSITY","CA","PRIVATE",23704062,"2012_2013"
"492","CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY","CA","PRIVATE",146145384,"2012_2013"
"493","MUSICIANS INSTITUTE","CA","PROPRIETARY",12120000,"2012_2013"
"494","ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES","CA","PROPRIETARY",257956,"2012_2013"
"495","ARGOSY UNIVERSITY","CA","PROPRIETARY",484419471,"2012_2013"
"496","MOLER BARBER COLLEGE","CA","PROPRIETARY",402361,"2012_2013"
"497","HEALD COLLEGE","CA","PROPRIETARY",14723351,"2012_2013"
"498","SIERRA VALLEY COLLEGE OF COURT REPORTING","CA","PROPRIETARY",1085886,"2012_2013"
"499","SALON SUCCESS ACADEMY","CA","PROPRIETARY",221191,"2012_2013"
"500","COLLEEN O'HARA'S BEAUTY ACADEMY","CA","PROPRIETARY",578800,"2012_2013"
"501","CALIFORNIA CULINARY ACADEMY","CA","PROPRIETARY",2860257,"2012_2013"
"502","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",1878081,"2012_2013"
"503","AMERICAN FILM INSTITUTE CONSERVATORY","CA","PRIVATE",8765084,"2012_2013"
"504","EAST LOS ANGELES COLLEGE","CA","PUBLIC",3297044,"2012_2013"
"505","LIFE CHIROPRACTIC COLLEGE WEST","CA","PRIVATE",15727252,"2012_2013"
"506","GEMOLOGICAL INSTITUTE OF AMERICA","CA","PRIVATE",484919,"2012_2013"
"507","FASHION CAREERS OF CALIFORNIA COLLEGE","CA","PROPRIETARY",74563,"2012_2013"
"508","PHILLIPS GRADUATE INSTITUTE","CA","PRIVATE",5305010,"2012_2013"
"509","AMERICAN CAREER COLLEGE","CA","PROPRIETARY",27925825,"2012_2013"
"510","BERKELEY CITY COLLEGE","CA","PUBLIC",931759,"2012_2013"
"511","TONI&GUY HAIRDRESSING ACADEMY","CA","PROPRIETARY",3136369,"2012_2013"
"512","AVALON SCHOOL OF COSMETOLOGY","CA","PROPRIETARY",1210525,"2012_2013"
"513","SOFIA UNIVERSITY","CA","PROPRIETARY",12183229,"2012_2013"
"514","LIFE PACIFIC COLLEGE","CA","PRIVATE",3378623,"2012_2013"
"515","WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA","CA","PRIVATE",918974,"2012_2013"
"516","SOUTH COAST COLLEGE","CA","PROPRIETARY",3320575,"2012_2013"
"517","DESIGN INSTITUTE OF SAN DIEGO","CA","PROPRIETARY",1658193,"2012_2013"
"518","PLATT COLLEGE - SAN DIEGO","CA","PROPRIETARY",2923520,"2012_2013"
"519","KAPLAN COLLEGE","CA","PROPRIETARY",7500959,"2012_2013"
"520","LA COLLEGE INTERNATIONAL","CA","PROPRIETARY",54234,"2012_2013"
"521","LAGUNA COLLEGE OF ART AND DESIGN","CA","PRIVATE",4688499,"2012_2013"
"522","CENTER FOR EMPLOYMENT TRAINING","CA","PRIVATE",9841018,"2012_2013"
"523","GLENDALE CAREER COLLEGE","CA","PROPRIETARY",4359995,"2012_2013"
"524","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",4249396,"2012_2013"
"525","ACADEMY OF RADIO & TV BROADCASTING","CA","PROPRIETARY",508194,"2012_2013"
"526","BELLUS ACADEMY","CA","PROPRIETARY",3737709,"2012_2013"
"527","MONTEBELLO BEAUTY COLLEGE","CA","PROPRIETARY",75756,"2012_2013"
"528","KAPLAN COLLEGE","CA","PROPRIETARY",8685234,"2012_2013"
"529","THOMAS AQUINAS COLLEGE","CA","PRIVATE",1346909,"2012_2013"
"530","SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL","CA","PRIVATE",169353,"2012_2013"
"531","WESTERN UNIVERSITY OF HEALTH SCIENCES","CA","PRIVATE",174875678,"2012_2013"
"532","CR'U INSTITUTE OF COSMETOLOGY & BARBERING","CA","PROPRIETARY",348243,"2012_2013"
"533","MILAN INSTITUTE","CA","PROPRIETARY",4122460,"2012_2013"
"534","SAN JOAQUIN COLLEGE OF LAW","CA","PRIVATE",4778739,"2012_2013"
"535","NATIONAL HISPANIC UNIVERSITY (THE)","CA","PROPRIETARY",3890797,"2012_2013"
"536","AVANCE' BEAUTY COLLEGE","CA","PROPRIETARY",288216,"2012_2013"
"537","INTERIOR DESIGNERS INSTITUTE","CA","PROPRIETARY",1115686,"2012_2013"
"538","ADRIANS BEAUTY COLLEGE OF TURLOCK","CA","PROPRIETARY",921066,"2012_2013"
"539","PALOMAR INSTITUTE OF COSMETOLOGY","CA","PROPRIETARY",882838,"2012_2013"
"540","KAPLAN COLLEGE","CA","PROPRIETARY",8989188,"2012_2013"
"541","IRVINE VALLEY COLLEGE","CA","PUBLIC",1373261,"2012_2013"
"542","NATIONAL HOLISTIC INSTITUTE","CA","PROPRIETARY",5068159,"2012_2013"
"543","BROWNSON TECHNICAL SCHOOL","CA","PROPRIETARY",984821,"2012_2013"
"544","HYPNOSIS MOTIVATION INSTITUTE","CA","PRIVATE",823746,"2012_2013"
"545","MTI BUSINESS COLLEGE","CA","PROPRIETARY",987650,"2012_2013"
"546","KAPLAN COLLEGE","CA","PROPRIETARY",9128657,"2012_2013"
"547","ASSOCIATED TECHNICAL COLLEGE","CA","PROPRIETARY",1031845,"2012_2013"
"548","DIVERSIFIED VOCATIONAL COLLEGE","CA","PROPRIETARY",325913,"2012_2013"
"549","UNITED EDUCATION INSTITUTE","CA","PROPRIETARY",15883736,"2012_2013"
"550","INTERCOAST COLLEGES","CA","PROPRIETARY",14748155,"2012_2013"
"551","KAPLAN COLLEGE","CA","PROPRIETARY",757896,"2012_2013"
"552","LOS ANGELES ORT TECHNICAL INSTITUTE","CA","PRIVATE",911846,"2012_2013"
"553","SANTA BARBARA BUSINESS COLLEGE","CA","PROPRIETARY",5680458,"2012_2013"
"554","SANTA BARBARA BUSINESS COLLEGE","CA","PROPRIETARY",2007923,"2012_2013"
"555","NEWBRIDGE COLLEGE","CA","PROPRIETARY",3750103,"2012_2013"
"556","NORTH-WEST COLLEGE","CA","PROPRIETARY",1430201,"2012_2013"
"557","HEALD COLLEGE","CA","PROPRIETARY",12731181,"2012_2013"
"558","HEALD COLLEGE","CA","PROPRIETARY",13204275,"2012_2013"
"559","HEALD COLLEGE","CA","PROPRIETARY",14155695,"2012_2013"
"560","CRIMSON TECHNICAL COLLEGE","CA","PROPRIETARY",4683252,"2012_2013"
"561","SOUTH BAYLO UNIVERSITY","CA","PRIVATE",4487819,"2012_2013"
"562","CENTRAL COAST COLLEGE","CA","PROPRIETARY",896088,"2012_2013"
"563","PINNACLE COLLEGE","CA","PROPRIETARY",1436111,"2012_2013"
"564","EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE","CA","PROPRIETARY",3549646,"2012_2013"
"565","CALIFORNIA STATE UNIVERSITY, SAN MARCOS","CA","PUBLIC",37290455,"2012_2013"
"566","CAPSTONE COLLEGE","CA","PROPRIETARY",210170,"2012_2013"
"567","DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE","CA","PRIVATE",360529,"2012_2013"
"568","PACIFIC COLLEGE OF ORIENTAL MEDICINE","CA","PROPRIETARY",23293287,"2012_2013"
"569","HEALD COLLEGE","CA","PROPRIETARY",10112194,"2012_2013"
"570","LAS POSITAS COLLEGE","CA","PUBLIC",830572,"2012_2013"
"571","FREMONT COLLEGE","CA","PROPRIETARY",3825725,"2012_2013"
"572","NEWSCHOOL OF ARCHITECTURE AND DESIGN","CA","PROPRIETARY",9849729,"2012_2013"
"573","ROYALE COLLEGE OF BEAUTY","CA","PROPRIETARY",398147,"2012_2013"
"574","WESTECH COLLEGE","CA","PROPRIETARY",3162151,"2012_2013"
"575","PLATT COLLEGE","CA","PROPRIETARY",15333374,"2012_2013"
"576","MODERN TECHNOLOGY SCHOOL","CA","PROPRIETARY",1560501,"2012_2013"
"577","INSTITUTE OF TECHNOLOGY","CA","PROPRIETARY",15316396,"2012_2013"
"578","SAGE COLLEGE","CA","PROPRIETARY",4110939,"2012_2013"
"579","EVEREST COLLEGE","CA","PROPRIETARY",11553356,"2012_2013"
"580","WESTWOOD COLLEGE - LOS ANGELES","CA","PROPRIETARY",46746175,"2012_2013"
"581","AMERICAN COLLEGE OF TRADITIONAL CHINESE MEDICINE","CA","PRIVATE",6586995,"2012_2013"
"582","VENTURA ADULT AND CONTINUING EDUCATION","CA","PUBLIC",109636,"2012_2013"
"583","MARINELLO SCHOOL OF BEAUTY","CA","PROPRIETARY",3888538,"2012_2013"
"584","CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION","CA","PROPRIETARY",773648,"2012_2013"
"585","YO SAN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE","CA","PRIVATE",4129322,"2012_2013"
"586","MILAN INSTITUTE","CA","PROPRIETARY",2614675,"2012_2013"
"587","SUMMIT COLLEGE","CA","PROPRIETARY",11374760,"2012_2013"
"588","DONGGUK UNIVERSITY LOS ANGELES","CA","PRIVATE",1132486,"2012_2013"
"589","UEI COLLEGE","CA","PROPRIETARY",5867058,"2012_2013"
"590","SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY","CA","PROPRIETARY",4234088,"2012_2013"
"591","PREMIERE CAREER COLLEGE","CA","PROPRIETARY",4361673,"2012_2013"
"592","PACIFICA GRADUATE INSTITUTE","CA","PROPRIETARY",20998266,"2012_2013"
"593","MT. SIERRA COLLEGE","CA","PROPRIETARY",4943496,"2012_2013"
"594","FIVE BRANCHES UNIVERSITY","CA","PROPRIETARY",9220625,"2012_2013"
"595","AMERICAN COLLEGE OF HEALTHCARE","CA","PROPRIETARY",3187561,"2012_2013"
"596","A - TECHNICAL COLLEGE","CA","PROPRIETARY",66088,"2012_2013"
"597","FOUR-D COLLEGE","CA","PROPRIETARY",4934893,"2012_2013"
"598","PACIFIC STATES UNIVERSITY","CA","PRIVATE",23188,"2012_2013"
"599","UNIVERSITY OF ST. AUGUSTINE FOR HEALTH SCIENCES","CA","PROPRIETARY",21643271,"2012_2013"
"600","EVEREST COLLEGE","CA","PROPRIETARY",1470756,"2012_2013"
"601","LE CORDON BLEU COLLEGE OF CULINARY ARTS","CA","PROPRIETARY",24947072,"2012_2013"
"602","AMERICAN UNIVERSITY OF HEALTH SCIENCES","CA","PROPRIETARY",2935192,"2012_2013"
"603","CAREER NETWORKS INSTITUTE","CA","PROPRIETARY",4169144,"2012_2013"
"604","CBD COLLEGE","CA","PRIVATE",1543696,"2012_2013"
