"","School","State","School.Type","Total.Disbursements","Year"
"1595","Nicholls State University","LA","Public",267806,"2010-11"
"1596","Northwestern State University","LA","Public",968257,"2010-11"
"1597","Our Lady of Holy Cross College","LA","Private/Non-profit",240434,"2010-11"
"1598","Our Lady of The Lake College","LA","Private/Non-profit",134775,"2010-11"
"1599","Pat Goins Beauty School","LA","Proprietary",0,"2010-11"
"1600","Pineville Beauty School","LA","Proprietary",8363,"2010-11"
"1601","Remington College - Lafayette Campus","LA","Proprietary",0,"2010-11"
"1602","Saint Joseph Seminary College","LA","Private/Non-profit",0,"2010-11"
"1603","South Louisiana Beauty College","LA","Proprietary",5984,"2010-11"
"1604","Southeastern Louisiana University","LA","Public",922318,"2010-11"
"1605","Southern University and Agricultural & Mechanical Colg at Baton Rouge","LA","Public",1586909,"2010-11"
"1606","Southern University at New Orleans","LA","Public",236578,"2010-11"
"1607","Southern University at Shreveport - Bossier City","LA","Public",290454,"2010-11"
"1608","SOWELA Technical Community College","LA","Public",94159,"2010-11"
"1609","Stevenson's Academy of Hair Design","LA","Proprietary",12513,"2010-11"
"1610","Tulane University","LA","Private/Non-profit",9611413,"2010-11"
"1611","University of Louisiana at Lafayette","LA","Public",2172694,"2010-11"
"1612","University of Louisiana at Monroe","LA","Public",1476104,"2010-11"
"1613","University of New Orleans (The)","LA","Public",1249780,"2010-11"
"1614","Xavier University of Louisiana","LA","Private/Non-profit",2195999,"2010-11"
"1615","American International College","MA","Private/Non-profit",787904,"2010-11"
"1616","Amherst College","MA","Private/Non-profit",791716,"2010-11"
"1617","Anna Maria College","MA","Private/Non-profit",320451,"2010-11"
"1618","Assumption College","MA","Private/Non-profit",1174909,"2010-11"
"1619","Atlantic Union College","MA","Private/Non-profit",510125,"2010-11"
"1620","Babson College","MA","Private/Non-profit",1171721,"2010-11"
"1621","Bard College at Simon's Rock","MA","Private/Non-profit",226940,"2010-11"
"1622","Bay Path College","MA","Private/Non-profit",830900,"2010-11"
"1623","Bay State College","MA","Proprietary",370966,"2010-11"
"1624","Bay State School of Technology","MA","Proprietary",22016,"2010-11"
"1625","Becker College","MA","Private/Non-profit",496063,"2010-11"
"1626","Benjamin Franklin Institute of Technology","MA","Public",74719,"2010-11"
"1627","Bentley University","MA","Private/Non-profit",3530223,"2010-11"
"1628","Berklee College of Music","MA","Private/Non-profit",1864398,"2010-11"
"1629","Berkshire Community College","MA","Public",202886,"2010-11"
"1630","Boston Architectural College","MA","Private/Non-profit",238928,"2010-11"
"1631","Boston Baptist College","MA","Private/Non-profit",14208,"2010-11"
"1632","Boston College","MA","Private/Non-profit",8492460,"2010-11"
"1633","Boston Conservatory","MA","Private/Non-profit",278039,"2010-11"
"1634","Boston University","MA","Private/Non-profit",16682550,"2010-11"
"1635","Brandeis University","MA","Private/Non-profit",2497219,"2010-11"
"1636","Bridgewater State University","MA","Public",1291360,"2010-11"
"1637","Bristol Community College","MA","Public",409844,"2010-11"
"1638","Bunker Hill Community College","MA","Public",585735,"2010-11"
"1639","Cambridge College","MA","Private/Non-profit",338697,"2010-11"
"1640","Cape Cod Community College","MA","Public",159256,"2010-11"
"1641","Catherine Hinds Institute of Esthetics","MA","Proprietary",28717,"2010-11"
"1642","Clark University","MA","Private/Non-profit",1838927,"2010-11"
"1643","College of Our Lady of the Elms","MA","Private/Non-profit",505029,"2010-11"
"1644","College of the Holy Cross","MA","Private/Non-profit",2425869,"2010-11"
"1645","Cortiva Institute -  Boston","MA","Proprietary",8550,"2010-11"
"1646","Curry College","MA","Private/Non-profit",549197,"2010-11"
"1647","Dean College","MA","Private/Non-profit",480066,"2010-11"
"1648","Eastern Nazarene College","MA","Private/Non-profit",480321,"2010-11"
"1649","Emerson College","MA","Private/Non-profit",1687187,"2010-11"
"1650","Emmanuel College","MA","Private/Non-profit",1037137,"2010-11"
"1651","Endicott College","MA","Private/Non-profit",579560,"2010-11"
"1652","Episcopal Divinity School","MA","Private/Non-profit",12213,"2010-11"
"1653","Everest Institute","MA","Proprietary",112342,"2010-11"
"1654","FINE Mortuary College","MA","Proprietary",20854,"2010-11"
"1655","Fisher College","MA","Private/Non-profit",240780,"2010-11"
"1656","Fitchburg State University","MA","Public",830251,"2010-11"
"1657","Framingham State College","MA","Public",587563,"2010-11"
"1658","Franklin W. Olin College of Engineering","MA","Private/Non-profit",24218,"2010-11"
"1659","Gordon College","MA","Private/Non-profit",834946,"2010-11"
"1660","Gordon Conwell Theological Seminary","MA","Private/Non-profit",339450,"2010-11"
"1661","Greenfield Community College","MA","Public",236427,"2010-11"
"1662","Hallmark Institute of Photography","MA","Proprietary",61396,"2010-11"
"1663","Hampshire College","MA","Private/Non-profit",1072244,"2010-11"
"1664","Harvard University","MA","Private/Non-profit",15332973,"2010-11"
"1665","Hellenic College & Holy Cross Greek Orthodox School of Theology","MA","Private/Non-profit",0,"2010-11"
"1666","Henri's School of Hair Design","MA","Proprietary",4253,"2010-11"
"1667","Holyoke Community College","MA","Public",438767,"2010-11"
"1668","Kaplan Career Institute","MA","Proprietary",85316,"2010-11"
"1669","Kay Harvey Hairdressing Academy","MA","Proprietary",6600,"2010-11"
"1670","Labaron Hairdressing Academy","MA","Proprietary",12221,"2010-11"
"1671","LaBaron Hairdressing Academy","MA","Proprietary",9733,"2010-11"
"1672","Laboure College","MA","Private/Non-profit",156723,"2010-11"
"1673","Lasell College","MA","Private/Non-profit",368541,"2010-11"
"1674","Lawrence Memorial Hospital School of Nursing","MA","Private/Non-profit",94951,"2010-11"
"1675","Lesley University","MA","Private/Non-profit",910062,"2010-11"
"1676","Lincoln Technical Institute","MA","Proprietary",79612,"2010-11"
"1677","Lowell Academy Hair Styling Institute","MA","Proprietary",3200,"2010-11"
"1678","Mansfield Beauty Schools","MA","Proprietary",18489,"2010-11"
"1679","Mansfield Beauty Schools","MA","Proprietary",16793,"2010-11"
"1680","Marian Court College","MA","Private/Non-profit",40190,"2010-11"
"1681","Mass. College of Pharmacy & Health Sciences","MA","Private/Non-profit",1083091,"2010-11"
"1682","Massachusetts Bay Community College","MA","Public",148353,"2010-11"
"1683","Massachusetts College of Art and Design","MA","Public",294230,"2010-11"
"1684","Massachusetts College of Liberal Arts","MA","Public",489753,"2010-11"
"1685","Massachusetts Institute of Technology","MA","Private/Non-profit",12209720,"2010-11"
"1686","Massachusetts Maritime Academy","MA","Public",202229,"2010-11"
"1687","Massachusetts School of Professional Psychology","MA","Private/Non-profit",120111,"2010-11"
"1688","Massasoit Community College","MA","Public",223640,"2010-11"
"1689","Merrimack College","MA","Private/Non-profit",1077057,"2010-11"
"1690","Middlesex Community College","MA","Public",330969,"2010-11"
"1691","Millennium Training Institute","MA","Proprietary",6667,"2010-11"
"1692","Montserrat College of Art","MA","Private/Non-profit",67861,"2010-11"
"1693","MotoRing Technical Training Institute","MA","Proprietary",30380,"2010-11"
"1694","Mount Holyoke College","MA","Private/Non-profit",1610593,"2010-11"
"1695","Mount Ida College","MA","Private/Non-profit",431263,"2010-11"
"1696","Mount Wachusett Community College","MA","Public",189756,"2010-11"
"1697","New England College of Optometry (The)","MA","Private/Non-profit",869071,"2010-11"
"1698","New England Conservatory of Music","MA","Private/Non-profit",673594,"2010-11"
"1699","New England Hair Academy","MA","Proprietary",6600,"2010-11"
"1700","New England Institute of Art (The)","MA","Proprietary",353874,"2010-11"
"1701","New England School of Acupuncture","MA","Private/Non-profit",55951,"2010-11"
"1702","New England School of Law","MA","Private/Non-profit",332150,"2010-11"
"1703","New England School of Photography","MA","Proprietary",25494,"2010-11"
"1704","Newbury College","MA","Private/Non-profit",342293,"2010-11"
"1705","Nichols College","MA","Private/Non-profit",303276,"2010-11"
"1706","North Shore Community College","MA","Public",250380,"2010-11"
"1707","Northeastern University","MA","Private/Non-profit",14857899,"2010-11"
"1708","Northern Essex Community College","MA","Public",312941,"2010-11"
"1709","Pine Manor College","MA","Private/Non-profit",134644,"2010-11"
"1710","Quincy College","MA","Public",486659,"2010-11"
"1711","Quinsigamond Community College","MA","Public",319771,"2010-11"
"1712","Regis College","MA","Private/Non-profit",659865,"2010-11"
"1713","Rob Roy Academy","MA","Proprietary",19573,"2010-11"
"1714","Rob Roy Academy","MA","Proprietary",10933,"2010-11"
"1715","Rob Roy Academy","MA","Proprietary",26947,"2010-11"
"1716","Rob Roy Academy","MA","Proprietary",11164,"2010-11"
"1717","Roxbury Community College","MA","Public",315658,"2010-11"
"1718","Salem State University","MA","Public",919799,"2010-11"
"1719","Salter College","MA","Proprietary",275551,"2010-11"
"1720","Sanford-Brown College","MA","Proprietary",103590,"2010-11"
"1721","School of The Museum of Fine Arts","MA","Private/Non-profit",192145,"2010-11"
"1722","Simmons College","MA","Private/Non-profit",1800582,"2010-11"
"1723","Springfield College","MA","Private/Non-profit",1887402,"2010-11"
"1724","Springfield Technical Community College","MA","Public",497302,"2010-11"
"1725","Stonehill College","MA","Private/Non-profit",1129862,"2010-11"
"1726","Suffolk University","MA","Private/Non-profit",2703942,"2010-11"
"1727","Trustees of the Smith College","MA","Private/Non-profit",2355311,"2010-11"
"1728","Tufts University","MA","Private/Non-profit",5262404,"2010-11"
"1729","University of Massachusetts - Amherst","MA","Public",7162991,"2010-11"
"1730","University of Massachusetts - Boston","MA","Public",4735122,"2010-11"
"1731","University of Massachusetts - Dartmouth","MA","Public",1918791,"2010-11"
"1732","University of Massachusetts - Lowell","MA","Public",1608012,"2010-11"
"1733","University of Massachusetts Medical Center","MA","Public",507600,"2010-11"
"1734","Urban College of Boston","MA","Private/Non-profit",28000,"2010-11"
"1735","Wellesley College","MA","Private/Non-profit",1549373,"2010-11"
"1736","Wentworth Institute of Technology","MA","Private/Non-profit",1293691,"2010-11"
"1737","Western New England University","MA","Private/Non-profit",2209405,"2010-11"
"1738","Westfield State University","MA","Public",1069456,"2010-11"
"1739","Wheaton College","MA","Private/Non-profit",1329454,"2010-11"
"1740","Wheelock College","MA","Private/Non-profit",423970,"2010-11"
"1741","Williams College","MA","Private/Non-profit",980203,"2010-11"
"1742","Worcester Polytechnic Institute","MA","Private/Non-profit",2583224,"2010-11"
"1743","Worcester State University","MA","Public",425254,"2010-11"
"1744","Zion Bible College","MA","Private/Non-profit",29105,"2010-11"
"1745","Aesthetics Institute of Cosmetology","MD","Proprietary",7300,"2010-11"
"1746","Allegany College of Maryland","MD","Public",488595,"2010-11"
"1747","All-State Career","MD","Proprietary",414048,"2010-11"
"1748","Anne Arundel Community College","MD","Public",443475,"2010-11"
"1749","Baltimore City Community College","MD","Public",1618393,"2010-11"
"1750","Baltimore International College","MD","Private/Non-profit",164156,"2010-11"
"1751","Baltimore School of Massage","MD","Proprietary",94264,"2010-11"
"1752","Baltimore Studio of Hair Design","MD","Proprietary",15755,"2010-11"
"1753","Blades School of Hair Design","MD","Proprietary",10089,"2010-11"
"1754","Bowie State University","MD","Public",382434,"2010-11"
"1755","Capitol College","MD","Private/Non-profit",175263,"2010-11"
"1756","Carroll Community College","MD","Public",221887,"2010-11"
"1757","Cecil College","MD","Public",128422,"2010-11"
"1758","Chesapeake College","MD","Public",135874,"2010-11"
"1759","College of Southern Maryland","MD","Public",186577,"2010-11"
"1760","Community College of Baltimore County","MD","Public",1366599,"2010-11"
"1761","Coppin State University","MD","Public",1200346,"2010-11"
"1762","Fortis Institute","MD","Proprietary",580136,"2010-11"
"1763","Frederick Community College","MD","Public",159544,"2010-11"
"1764","Frostburg State University","MD","Public",500543,"2010-11"
