"","School","State","School.Type","Total.Disbursements","Year"
"15703","Angelo State University","TX","Public",467764,"2013-14"
"15704","Arlington Baptist College","TX","Private/Non-Profit",0,"2013-14"
"15705","Arlington Career Institute","TX","Proprietary",0,"2013-14"
"15706","Arlington Medical Institute","TX","Proprietary",6670,"2013-14"
"15707","Art Institute of Houston (The)","TX","Proprietary",2096873,"2013-14"
"15708","Auguste Escoffier School of Culinary Arts","TX","Proprietary",26071,"2013-14"
"15709","Austin College","TX","Private/Non-Profit",1070197,"2013-14"
"15710","Austin Community College","TX","Public",1516419,"2013-14"
"15711","Austin Graduate School of Theology","TX","Private/Non-Profit",13283,"2013-14"
"15712","Aviation Institute of Maintenance","TX","Proprietary",48602,"2013-14"
"15713","Aviation Institute of Maintenance","TX","Proprietary",32198,"2013-14"
"15714","Baptist University of the Americas","TX","Private/Non-Profit",10747,"2013-14"
"15715","Baylor College of Medicine","TX","Private/Non-Profit",1183371,"2013-14"
"15716","Baylor University","TX","Private/Non-Profit",5710858,"2013-14"
"15717","Blinn College","TX","Public",569058,"2013-14"
"15718","Brazosport College","TX","Public",232035,"2013-14"
"15719","Capitol City Careers","TX","Proprietary",22175,"2013-14"
"15720","Capitol City Trade & Technical School","TX","Proprietary",129560,"2013-14"
"15721","Career Point College","TX","Proprietary",138725,"2013-14"
"15722","Cedar Valley College","TX","Public",2115946,"2013-14"
"15723","Central Texas College District","TX","Public",197760,"2013-14"
"15724","Cisco College","TX","Public",151731,"2013-14"
"15725","Clarendon College","TX","Public",43833,"2013-14"
"15726","Coastal Bend College","TX","Public",157432,"2013-14"
"15727","College of Biblical Studies-Houston","TX","Private/Non-Profit",0,"2013-14"
"15728","College of the Mainland","TX","Public",229061,"2013-14"
"15729","Collin County Community College","TX","Public",681458,"2013-14"
"15730","Concorde Career College","TX","Proprietary",57800,"2013-14"
"15731","Concordia University Texas","TX","Private/Non-Profit",312356,"2013-14"
"15732","Conlee's College of Cosmetology","TX","Proprietary",9500,"2013-14"
"15733","Court Reporting Institute of Dallas","TX","Proprietary",20067,"2013-14"
"15734","Covenant School of Nursing and Allied Health","TX","Private/Non-Profit",10921,"2013-14"
"15735","Criswell College","TX","Private/Non-Profit",0,"2013-14"
"15736","Culinary Institute LeNotre","TX","Proprietary",51027,"2013-14"
"15737","Dallas Baptist University","TX","Private/Non-Profit",488528,"2013-14"
"15738","Dallas Christian College","TX","Private/Non-Profit",43025,"2013-14"
"15739","Dallas Nursing Institute","TX","Proprietary",93685,"2013-14"
"15740","Del Mar College","TX","Public",425916,"2013-14"
"15741","East Texas Baptist University","TX","Private/Non-Profit",532616,"2013-14"
"15742","El Paso Community College","TX","Public",1637389,"2013-14"
"15743","Everest Institute","TX","Proprietary",196129,"2013-14"
"15744","Excel Learning Center","TX","Proprietary",0,"2013-14"
"15745","Excel Learning Center - San Antonio","TX","Proprietary",0,"2013-14"
"15746","Fort Worth Beauty School","TX","Proprietary",10581,"2013-14"
"15747","Fortis College","TX","Proprietary",129011,"2013-14"
"15748","Frank Phillips College","TX","Public",27208,"2013-14"
"15749","Galveston College","TX","Public",123999,"2013-14"
"15750","Grayson  County College","TX","Public",209685,"2013-14"
"15751","Hallmark University","TX","Private/Non-Profit",87983,"2013-14"
"15752","Hardin-Simmons University","TX","Private/Non-Profit",563646,"2013-14"
"15753","Hill College","TX","Public",107392,"2013-14"
"15754","Houston Baptist University","TX","Private/Non-Profit",377408,"2013-14"
"15755","Houston Community College","TX","Public",2701220,"2013-14"
"15756","Houston Graduate School of Theology","TX","Private/Non-Profit",0,"2013-14"
"15757","Houston Training Schools","TX","Proprietary",40347,"2013-14"
"15758","Howard County Junior College District","TX","Public",111171,"2013-14"
"15759","Howard Payne University","TX","Private/Non-Profit",483869,"2013-14"
"15760","Huston - Tillotson University","TX","Private/Non-Profit",198748,"2013-14"
"15761","Interactive College of Technology","TX","Proprietary",134801,"2013-14"
"15762","International Business College","TX","Proprietary",34500,"2013-14"
"15763","Jacksonville College","TX","Private/Non-Profit",33345,"2013-14"
"15764","Jarvis Christian College","TX","Private/Non-Profit",605885,"2013-14"
"15765","Kaplan College","TX","Proprietary",352824,"2013-14"
"15766","Kaplan College","TX","Proprietary",146323,"2013-14"
"15767","Kaplan College","TX","Proprietary",179394,"2013-14"
"15768","Kaplan College","TX","Proprietary",119512,"2013-14"
"15769","Kilgore College","TX","Public",191928,"2013-14"
"15770","Lamar Institute of Technology","TX","Public",188846,"2013-14"
"15771","Lamar State College - Orange","TX","Public",151826,"2013-14"
"15772","Lamar State College - Port Arthur","TX","Public",86349,"2013-14"
"15773","Lamar University","TX","Public",1005314,"2013-14"
"15774","Laredo Beauty College","TX","Proprietary",16272,"2013-14"
"15775","Laredo Community College","TX","Public",1158297,"2013-14"
"15776","Le Cordon Bleu College of Culinary Arts","TX","Proprietary",525022,"2013-14"
"15777","Lee College","TX","Public",142403,"2013-14"
"15778","LeTourneau University","TX","Private/Non-Profit",1059156,"2013-14"
"15779","Lone Star College-North Harris","TX","Public",1337613,"2013-14"
"15780","Lubbock Christian University","TX","Private/Non-Profit",832320,"2013-14"
"15781","McLennan Community College","TX","Public",430849,"2013-14"
"15782","McMurry University","TX","Private/Non-Profit",583747,"2013-14"
"15783","Messenger College","TX","Private/Non-Profit",13591,"2013-14"
"15784","Metroplex Beauty School","TX","Proprietary",27857,"2013-14"
"15785","Midland College","TX","Public",188602,"2013-14"
"15786","Midwestern State University","TX","Public",297187,"2013-14"
"15787","Navarro College","TX","Public",370949,"2013-14"
"15788","Neilson Beauty College","TX","Proprietary",14239,"2013-14"
"15789","North American University","TX","Private/Non-Profit",17092,"2013-14"
"15790","North Central Texas College","TX","Public",348170,"2013-14"
"15791","Northeast Texas Community College","TX","Public",157111,"2013-14"
"15792","Northwest Educational Center","TX","Proprietary",14677,"2013-14"
"15793","Nuvani Institute","TX","Proprietary",8204,"2013-14"
"15794","Nuvani Institute","TX","Proprietary",6802,"2013-14"
"15795","Ocean Corporation (The)","TX","Proprietary",48775,"2013-14"
"15796","Odessa College","TX","Public",225836,"2013-14"
"15797","Ogle School Hair Skin Nails","TX","Proprietary",22100,"2013-14"
"15798","Ogle School Hair Skin Nails","TX","Proprietary",7500,"2013-14"
"15799","Ogle School Hair Skin Nails","TX","Proprietary",37500,"2013-14"
"15800","Our Lady of The Lake University","TX","Private/Non-Profit",1071284,"2013-14"
"15801","Panola College","TX","Public",68110,"2013-14"
"15802","Paris Junior College","TX","Public",210643,"2013-14"
"15803","Parker University","TX","Private/Non-Profit",201627,"2013-14"
"15804","Paul Mitchell the School Dallas","TX","Proprietary",0,"2013-14"
"15805","Paul Quinn College","TX","Private/Non-Profit",315738,"2013-14"
"15806","PCI Health Training Center","TX","Proprietary",12100,"2013-14"
"15807","Prairie View Agricultural & Mechanical University","TX","Public",3043994,"2013-14"
"15808","Ranger College","TX","Public",143218,"2013-14"
"15809","Remington College","TX","Private/Non-Profit",589469,"2013-14"
"15810","Rice University","TX","Private/Non-Profit",2903713,"2013-14"
"15811","Saint Mary's University","TX","Private/Non-Profit",3326333,"2013-14"
"15812","Sam Houston State University","TX","Public",963962,"2013-14"
"15813","San Antonio College","TX","Public",1592745,"2013-14"
"15814","San Jacinto Community College District","TX","Public",1220255,"2013-14"
"15815","Sanford-Brown College","TX","Proprietary",305462,"2013-14"
"15816","School of Automotive Machinists","TX","Proprietary",18382,"2013-14"
"15817","Schreiner University","TX","Private/Non-Profit",107121,"2013-14"
"15818","South Plains College","TX","Public",356941,"2013-14"
"15819","South Texas College","TX","Public",992375,"2013-14"
"15820","South Texas College of Law","TX","Private/Non-Profit",241538,"2013-14"
"15821","South Texas Vocational Technical Institute","TX","Proprietary",112675,"2013-14"
"15822","South Texas Vocational Technical Institute","TX","Proprietary",101686,"2013-14"
"15823","Southern Careers Institute","TX","Proprietary",153940,"2013-14"
"15824","Southern Methodist University","TX","Private/Non-Profit",2471346,"2013-14"
"15825","Southwest Institute of Technology","TX","Proprietary",20500,"2013-14"
"15826","Southwest School of Business & Technical Careers","TX","Proprietary",27939,"2013-14"
"15827","Southwest Texas Junior College","TX","Public",283055,"2013-14"
"15828","Southwestern Adventist University","TX","Private/Non-Profit",311650,"2013-14"
"15829","Southwestern Assemblies of God University","TX","Private/Non-Profit",400382,"2013-14"
"15830","Southwestern Christian College","TX","Private/Non-Profit",193110,"2013-14"
"15831","Southwestern University","TX","Private/Non-Profit",654359,"2013-14"
"15832","St. Edward's University","TX","Private/Non-Profit",1205864,"2013-14"
"15833","Stephen F Austin State University","TX","Public",2295821,"2013-14"
"15834","Sul Ross State University","TX","Public",309749,"2013-14"
"15835","Tarleton State University","TX","Public",532596,"2013-14"
"15836","Tarrant County College District","TX","Public",1844589,"2013-14"
"15837","Temple College","TX","Public",375351,"2013-14"
"15838","Texarkana College","TX","Public",117868,"2013-14"
"15839","Texas A & M University - Texarkana","TX","Public",100909,"2013-14"
"15840","Texas A&M International University","TX","Public",412305,"2013-14"
"15841","Texas A&M University","TX","Public",5412293,"2013-14"
"15842","Texas A&M University - Commerce","TX","Public",563518,"2013-14"
"15843","Texas A&M University - Corpus Christi","TX","Public",699940,"2013-14"
"15844","Texas A&M University - Kingsville","TX","Public",1070891,"2013-14"
"15845","Texas Chiropractic College","TX","Private/Non-Profit",98077,"2013-14"
"15846","Texas Christian University","TX","Private/Non-Profit",2902334,"2013-14"
"15847","Texas College","TX","Private/Non-Profit",533433,"2013-14"
"15848","Texas Health and Science University","TX","Proprietary",24230,"2013-14"
"15849","Texas Lutheran University","TX","Private/Non-Profit",905986,"2013-14"
"15850","Texas School of Business","TX","Proprietary",151353,"2013-14"
"15851","Texas Southern University","TX","Public",1469097,"2013-14"
"15852","Texas State Technical College","TX","Public",372128,"2013-14"
"15853","Texas State Technical College Harlingen","TX","Public",401585,"2013-14"
"15854","Texas State Technical College Marshall","TX","Public",134538,"2013-14"
"15855","Texas State Technical College West Texas","TX","Public",81687,"2013-14"
"15856","Texas State University","TX","Public",2196301,"2013-14"
"15857","Texas Tech University","TX","Public",2452859,"2013-14"
"15858","Texas Tech University Health Sciences Center","TX","Public",323452,"2013-14"
"15859","Texas Vocational School","TX","Proprietary",9400,"2013-14"
"15860","Texas Wesleyan University","TX","Private/Non-Profit",366228,"2013-14"
"15861","Texas Woman's University","TX","Public",1261700,"2013-14"
"15862","Trend Barber College","TX","Proprietary",9957,"2013-14"
"15863","Trinity University","TX","Private/Non-Profit",1875807,"2013-14"
"15864","Trinity Valley Community College","TX","Public",239289,"2013-14"
"15865","Tri-State Cosmetology Institute","TX","Proprietary",21111,"2013-14"
"15866","Tyler Junior College","TX","Public",267252,"2013-14"
"15867","Universal Technical Institute","TX","Proprietary",450483,"2013-14"
"15868","University of Dallas","TX","Private/Non-Profit",844659,"2013-14"
"15869","University of Houston","TX","Public",2450712,"2013-14"
"15870","University of Houston - Clear Lake","TX","Public",357351,"2013-14"
"15871","University of Houston - Downtown","TX","Public",687128,"2013-14"
"15872","University of Houston - Victoria","TX","Public",214310,"2013-14"
"15873","University of Mary Hardin-Baylor","TX","Private/Non-Profit",694444,"2013-14"
"15874","University of North Texas","TX","Public",2233151,"2013-14"
"15875","University of North Texas Health Science Center at Fort Worth","TX","Public",752095,"2013-14"
"15876","University of Saint Thomas","TX","Private/Non-Profit",416561,"2013-14"
"15877","University of Texas - Pan American","TX","Public",2855530,"2013-14"
"15878","University of Texas at Arlington","TX","Public",3439703,"2013-14"
"15879","University of Texas at Austin","TX","Public",12766224,"2013-14"
"15880","University of Texas at Brownsville","TX","Public",1060114,"2013-14"
"15881","University of Texas at Dallas","TX","Public",1289345,"2013-14"
"15882","University of Texas at El Paso","TX","Public",1910289,"2013-14"
"15883","University of Texas at San Antonio","TX","Public",1822442,"2013-14"
"15884","University of Texas at Tyler","TX","Public",293662,"2013-14"
"15885","University of Texas Health Science Center at Houston","TX","Public",599067,"2013-14"
"15886","University of Texas Health Science Center at San Antonio","TX","Public",1371079,"2013-14"
"15887","University of Texas Medical Branch at Galveston","TX","Public",561324,"2013-14"
"15888","University of Texas of the Permian Basin","TX","Public",122340,"2013-14"
"15889","University of Texas Southwestern Medical Center (The)","TX","Public",907060,"2013-14"
"15890","University of the Incarnate Word","TX","Private/Non-Profit",1643355,"2013-14"
"15891","Valley Grande Institute for Academic Studies","TX","Proprietary",0,"2013-14"
"15892","Vernon College","TX","Public",130058,"2013-14"
"15893","Vet Tech Institute of Houston","TX","Proprietary",215308,"2013-14"
"15894","Victoria College","TX","Public",167751,"2013-14"
"15895","Vista College","TX","Proprietary",221681,"2013-14"
"15896","Wayland Baptist University","TX","Private/Non-Profit",564505,"2013-14"
"15897","Weatherford College","TX","Public",153513,"2013-14"
"15898","West Texas A&M University","TX","Public",484542,"2013-14"
"15899","Western Technical College","TX","Proprietary",286521,"2013-14"
"15900","Western Texas College","TX","Public",39924,"2013-14"
"15901","Wharton County Junior College","TX","Public",203137,"2013-14"
"15902","Wiley College","TX","Private/Non-Profit",515691,"2013-14"
"15903","Broadview University","UT","Proprietary",128339,"2013-14"
"15904","Davis Applied Technology College","UT","Public",74150,"2013-14"
"15905","Dixie State University","UT","Public",851940,"2013-14"
"15906","Eagle Gate College","UT","Proprietary",129534,"2013-14"
"15907","Everest College","UT","Proprietary",130604,"2013-14"
"15908","Marinello School of Beauty","UT","Proprietary",0,"2013-14"
"15909","Mountainland Applied Technology College","UT","Public",5800,"2013-14"
"15910","Neumont University","UT","Proprietary",33300,"2013-14"
"15911","Ogden Weber Applied Technology College","UT","Public",180673,"2013-14"
"15912","Provo College","UT","Proprietary",72559,"2013-14"
"15913","Salt Lake Community College","UT","Public",1845089,"2013-14"
"15914","Snow College","UT","Public",210879,"2013-14"
"15915","Southern Utah University","UT","Public",903641,"2013-14"
"15916","Stevens Henager College","UT","Proprietary",469474,"2013-14"
"15917","University of Utah","UT","Public",6761524,"2013-14"
"15918","Utah College of Massage Therapy","UT","Proprietary",248005,"2013-14"
"15919","Utah State University","UT","Public",4216124,"2013-14"
"15920","Utah Valley University","UT","Public",1881087,"2013-14"
"15921","Vista College","UT","Proprietary",72992,"2013-14"
"15922","Weber State University","UT","Public",2974321,"2013-14"
"15923","Western Governors University","UT","Private/Non-Profit",6000,"2013-14"
"15924","Westminster College","UT","Private/Non-Profit",1212420,"2013-14"
"15925","Advanced Technology Institute","VA","Proprietary",86298,"2013-14"
"15926","American National University","VA","Proprietary",793779,"2013-14"
"15927","Appalachian School of Law","VA","Private/Non-Profit",15350,"2013-14"
"15928","Averett University","VA","Private/Non-Profit",568600,"2013-14"
"15929","Aviation Institute of Maintenance","VA","Proprietary",44176,"2013-14"
"15930","Aviation Institute of Maintenance","VA","Proprietary",21885,"2013-14"
"15931","Bar Palma Beauty Careers Academy","VA","Proprietary",4985,"2013-14"
"15932","Blue Ridge Community College","VA","Public",130874,"2013-14"
"15933","Bluefield College","VA","Private/Non-Profit",105953,"2013-14"
"15934","Bon Secours Memorial College of Nursing","VA","Private/Non-Profit",46012,"2013-14"
"15935","Bridgewater College","VA","Private/Non-Profit",1061417,"2013-14"
"15936","Central Virginia Community College","VA","Public",166821,"2013-14"
"15937","Centura College","VA","Proprietary",277354,"2013-14"
"15938","Centura College","VA","Proprietary",43103,"2013-14"
"15939","Centura College","VA","Proprietary",284,"2013-14"
"15940","Chester Career College","VA","Proprietary",33600,"2013-14"
"15941","Christopher Newport University","VA","Public",165320,"2013-14"
"15942","College of William & Mary","VA","Public",1125741,"2013-14"
"15943","Columbia College","VA","Proprietary",19305,"2013-14"
"15944","Dabney S Lancaster Community College","VA","Public",67360,"2013-14"
"15945","Danville Community College","VA","Public",103388,"2013-14"
"15946","Eastern Mennonite University","VA","Private/Non-Profit",1449995,"2013-14"
"15947","Eastern Shore Community College","VA","Public",39876,"2013-14"
"15948","Eastern Virginia Medical School","VA","Public",724000,"2013-14"
"15949","ECPI University","VA","Proprietary",1275944,"2013-14"
"15950","Emory & Henry College","VA","Private/Non-Profit",310482,"2013-14"
"15951","Everest College","VA","Proprietary",92160,"2013-14"
"15952","Ferrum College","VA","Private/Non-Profit",1470386,"2013-14"
"15953","Fortis College","VA","Proprietary",229471,"2013-14"
"15954","George Mason University","VA","Public",2493659,"2013-14"
"15955","Germanna Community College","VA","Public",265297,"2013-14"
"15956","Hampden Sydney College","VA","Private/Non-Profit",483700,"2013-14"
"15957","Hampton University","VA","Private/Non-Profit",1931752,"2013-14"
"15958","Hollins University","VA","Private/Non-Profit",502832,"2013-14"
"15959","Institute for the Psychological Sciences","VA","Private/Non-Profit",17230,"2013-14"
"15960","J Sargeant Reynolds Community College","VA","Public",616343,"2013-14"
"15961","James Madison University","VA","Public",1069627,"2013-14"
"15962","Jefferson College of Health Sciences","VA","Private/Non-Profit",133639,"2013-14"
"15963","John Tyler Community College","VA","Public",370654,"2013-14"
"15964","Liberty University","VA","Private/Non-Profit",6020124,"2013-14"
"15965","Longwood University","VA","Public",808434,"2013-14"
"15966","Lord Fairfax Community College","VA","Public",261905,"2013-14"
"15967","Lynchburg College","VA","Private/Non-Profit",1021667,"2013-14"
"15968","Mary Baldwin College","VA","Private/Non-Profit",609474,"2013-14"
"15969","Marymount University","VA","Private/Non-Profit",526460,"2013-14"
"15970","Medtech College","VA","Proprietary",65043,"2013-14"
"15971","Miller-Motte Technical College","VA","Proprietary",133146,"2013-14"
"15972","Mountain Empire Community College","VA","Public",135581,"2013-14"
"15973","New River Community College","VA","Public",340528,"2013-14"
"15974","Norfolk State University","VA","Public",1594315,"2013-14"
"15975","Northern Virginia Community College","VA","Public",2138022,"2013-14"
"15976","Old Dominion University","VA","Public",1228812,"2013-14"
"15977","Patrick Henry Community College","VA","Public",182994,"2013-14"
"15978","Paul D. Camp Community College","VA","Public",130020,"2013-14"
"15979","Piedmont Virginia Community College","VA","Public",208070,"2013-14"
"15980","Radford University","VA","Public",1487741,"2013-14"
"15981","Randolph - Macon College","VA","Private/Non-Profit",545648,"2013-14"
"15982","Randolph College","VA","Private/Non-Profit",418730,"2013-14"
"15983","Rappahannock Community College","VA","Public",97315,"2013-14"
"15984","Richard Bland College","VA","Public",44482,"2013-14"
"15985","Roanoke College","VA","Private/Non-Profit",1137148,"2013-14"
"15986","Sanford-Brown College","VA","Proprietary",96164,"2013-14"
"15987","Shenandoah University","VA","Private/Non-Profit",1398138,"2013-14"
"15988","Skyline College","VA","Proprietary",29885,"2013-14"
"15989","Southern Virginia University","VA","Private/Non-Profit",92787,"2013-14"
"15990","Southside Virginia Community College","VA","Public",252309,"2013-14"
"15991","Southwest Virginia Community College","VA","Public",272398,"2013-14"
"15992","Staunton School of Cosmetology","VA","Proprietary",6275,"2013-14"
"15993","Stratford University","VA","Proprietary",258769,"2013-14"
"15994","Suffolk Beauty Academy","VA","Proprietary",8200,"2013-14"
"15995","Sweet Briar College","VA","Private/Non-Profit",333070,"2013-14"
"15996","Thomas Nelson Community College","VA","Public",475837,"2013-14"
"15997","Tidewater Community College","VA","Public",1200913,"2013-14"
"15998","Tidewater Tech","VA","Proprietary",23211,"2013-14"
"15999","University of Mary Washington","VA","Public",197923,"2013-14"
"16000","University of Richmond","VA","Private/Non-Profit",1912839,"2013-14"
"16001","University of Virginia","VA","Public",4780174,"2013-14"
"16002","University of Virginia's College at Wise (The)","VA","Public",296279,"2013-14"
"16003","Virginia Commonwealth University","VA","Public",3540528,"2013-14"
"16004","Virginia Highlands Community College","VA","Public",440201,"2013-14"
"16005","Virginia Military Institute","VA","Public",273979,"2013-14"
"16006","Virginia Polytechnic Institute & State University","VA","Public",3669137,"2013-14"
"16007","Virginia School of Hair Design","VA","Proprietary",5054,"2013-14"
"16008","Virginia School of Massage","VA","Proprietary",13222,"2013-14"
"16009","Virginia State University","VA","Public",1229735,"2013-14"
"16010","Virginia Union University","VA","Private/Non-Profit",867764,"2013-14"
"16011","Virginia University of Lynchburg","VA","Private/Non-Profit",30605,"2013-14"
"16012","Virginia Wesleyan College","VA","Private/Non-Profit",557605,"2013-14"
"16013","Virginia Western Community College","VA","Public",229653,"2013-14"
"16014","Wards Corner Beauty Academy","VA","Proprietary",7402,"2013-14"
"16015","Washington and Lee University","VA","Private/Non-Profit",1381643,"2013-14"
"16016","Wytheville Community College","VA","Public",518270,"2013-14"
"16017","University of the Virgin Islands","VI","Public",138603,"2013-14"
"16018","Bennington College","VT","Private/Non-Profit",518349,"2013-14"
"16019","Burlington College","VT","Private/Non-Profit",150778,"2013-14"
"16020","Castleton State College","VT","Public",1240885,"2013-14"
"16021","Champlain College","VT","Private/Non-Profit",1734694,"2013-14"
"16022","College of Saint Joseph","VT","Private/Non-Profit",117118,"2013-14"
"16023","Community College of Vermont","VT","Public",298842,"2013-14"
"16024","Goddard College","VT","Private/Non-Profit",184748,"2013-14"
"16025","Green Mountain College","VT","Private/Non-Profit",582510,"2013-14"
"16026","Johnson State College","VT","Public",989782,"2013-14"
"16027","Landmark College","VT","Private/Non-Profit",109635,"2013-14"
"16028","Lyndon State College","VT","Public",710074,"2013-14"
"16029","Marlboro College","VT","Private/Non-Profit",188839,"2013-14"
"16030","Middlebury College","VT","Private/Non-Profit",2477572,"2013-14"
"16031","New England Culinary Institute","VT","Proprietary",68301,"2013-14"
"16032","Norwich University","VT","Private/Non-Profit",3015894,"2013-14"
"16033","O'Briens Aveda Institute","VT","Proprietary",6909,"2013-14"
"16034","Saint Michael's College","VT","Private/Non-Profit",1665505,"2013-14"
"16035","Salon Professional Academy (The)","VT","Proprietary",0,"2013-14"
"16036","SIT","VT","Private/Non-Profit",236705,"2013-14"
"16037","Southern Vermont College","VT","Private/Non-Profit",170129,"2013-14"
"16038","Sterling College","VT","Private/Non-Profit",211341,"2013-14"
"16039","University of Vermont and State Agricultural College","VT","Public",5706538,"2013-14"
"16040","Vermont Law School","VT","Private/Non-Profit",600135,"2013-14"
"16041","Vermont Technical College","VT","Public",517189,"2013-14"
"16042","Academy of Interactive Entertainment","WA","Private/Non-Profit",0,"2013-14"
"16043","Art Institute of Seattle (The)","WA","Proprietary",547896,"2013-14"
"16044","Bastyr University","WA","Private/Non-Profit",340629,"2013-14"
"16045","Bates Technical College","WA","Public",174476,"2013-14"
"16046","Bellevue College","WA","Public",422080,"2013-14"
"16047","Bellingham Technical College","WA","Public",104952,"2013-14"
"16048","Big Bend Community College","WA","Public",201843,"2013-14"
"16049","Cascadia Community College","WA","Public",87971,"2013-14"
"16050","Central Washington University","WA","Public",1983871,"2013-14"
"16051","Centralia College","WA","Public",235845,"2013-14"
"16052","City University of Seattle","WA","Private/Non-Profit",71557,"2013-14"
"16053","Clark College","WA","Public",716447,"2013-14"
"16054","Clover Park Technical College","WA","Public",200909,"2013-14"
"16055","Columbia Basin College","WA","Public",238298,"2013-14"
"16056","Cornish College of the Arts","WA","Private/Non-Profit",557025,"2013-14"
"16057","Cortiva Institute - Seattle","WA","Proprietary",29115,"2013-14"
"16058","DigiPen Institute of Technology","WA","Proprietary",61525,"2013-14"
"16059","Divers Institute of Technology","WA","Proprietary",37800,"2013-14"
"16060","Eastern Washington University","WA","Public",1980513,"2013-14"
"16061","Edmonds Community College","WA","Public",271856,"2013-14"
"16062","Everest College","WA","Proprietary",199310,"2013-14"
"16063","Everest College","WA","Proprietary",99452,"2013-14"
"16064","Everest College","WA","Proprietary",145009,"2013-14"
"16065","Everett Community College","WA","Public",219798,"2013-14"
"16066","Evergreen State College (The)","WA","Public",1425569,"2013-14"
"16067","Gene Juarez Beauty Schools","WA","Proprietary",30156,"2013-14"
"16068","Glen Dow Academy of Hair Design & Salons","WA","Proprietary",5144,"2013-14"
"16069","Gonzaga University","WA","Private/Non-Profit",4237069,"2013-14"
"16070","Grays Harbor College","WA","Public",127936,"2013-14"
"16071","Green River Community College","WA","Public",568986,"2013-14"
"16072","Heritage University","WA","Private/Non-Profit",346617,"2013-14"
"16073","Highline College","WA","Public",334572,"2013-14"
"16074","ITT Technical Institute","WA","Proprietary",128797,"2013-14"
"16075","Lake Washington Institute of Technology","WA","Public",160833,"2013-14"
"16076","Lower Columbia College","WA","Public",202467,"2013-14"
"16077","Lucas Marc Academy","WA","Proprietary",8750,"2013-14"
"16078","North Seattle College","WA","Public",327676,"2013-14"
"16079","Northwest Indian College","WA","Public",109412,"2013-14"
"16080","Northwest School of Wooden Boat Building","WA","Private/Non-Profit",6666,"2013-14"
"16081","Northwest University","WA","Private/Non-Profit",365370,"2013-14"
"16082","Olympic College","WA","Public",384305,"2013-14"
"16083","Pacific Lutheran University","WA","Private/Non-Profit",3456465,"2013-14"
"16084","Peninsula College","WA","Public",105749,"2013-14"
"16085","Perry Technical Institute","WA","Private/Non-Profit",242340,"2013-14"
"16086","Pierce College","WA","Public",312824,"2013-14"
"16087","Pinchot University","WA","Private/Non-Profit",35213,"2013-14"
"16088","Renton Technical College","WA","Public",109090,"2013-14"
"16089","Saint Martin's University","WA","Private/Non-Profit",451454,"2013-14"
"16090","Seattle Central Community College","WA","Public",666808,"2013-14"
"16091","Seattle Pacific University","WA","Private/Non-Profit",2405651,"2013-14"
"16092","Seattle School of Theology and Psychology (The)","WA","Private/Non-Profit",46483,"2013-14"
"16093","Seattle University","WA","Private/Non-Profit",3361057,"2013-14"
"16094","Shoreline Community College","WA","Public",230222,"2013-14"
"16095","Skagit Valley College","WA","Public",278147,"2013-14"
"16096","South Puget Sound Community College","WA","Public",141518,"2013-14"
"16097","South Seattle College","WA","Public",209819,"2013-14"
"16098","Spokane Community College","WA","Public",584162,"2013-14"
"16099","Spokane Falls Community College","WA","Public",495936,"2013-14"
"16100","Summit Salon Academy","WA","Proprietary",0,"2013-14"
"16101","Tacoma Community College","WA","Public",358725,"2013-14"
"16102","Trinity Lutheran College","WA","Private/Non-Profit",56951,"2013-14"
"16103","University of Puget Sound","WA","Private/Non-Profit",4557883,"2013-14"
"16104","University of Washington - Seattle","WA","Public",15772672,"2013-14"
"16105","Walla Walla Community College","WA","Public",380975,"2013-14"
"16106","Walla Walla University","WA","Private/Non-Profit",1297761,"2013-14"
"16107","Washington State University","WA","Public",5220519,"2013-14"
"16108","Wenatchee Valley College","WA","Public",242094,"2013-14"
"16109","Western Washington University","WA","Public",2660265,"2013-14"
"16110","Whatcom Community College","WA","Public",219430,"2013-14"
"16111","Whitman College","WA","Private/Non-Profit",936050,"2013-14"
"16112","Whitworth University","WA","Private/Non-Profit",1606636,"2013-14"
"16113","Yakima Valley Community College","WA","Public",396555,"2013-14"
"16114","Advanced Institute of Hair Design","WI","Proprietary",7165,"2013-14"
"16115","Alverno College","WI","Private/Non-Profit",428322,"2013-14"
"16116","Bellin College","WI","Private/Non-Profit",15487,"2013-14"
"16117","Beloit College","WI","Private/Non-Profit",888863,"2013-14"
"16118","Blackhawk Technical College","WI","Public",201068,"2013-14"
"16119","Cardinal Stritch University","WI","Private/Non-Profit",530338,"2013-14"
"16120","Carroll University","WI","Private/Non-Profit",1387817,"2013-14"
"16121","Carthage College","WI","Private/Non-Profit",1326441,"2013-14"
"16122","Chippewa Valley Technical College","WI","Public",344172,"2013-14"
"16123","College of Menominee Nation","WI","Private/Non-Profit",44426,"2013-14"
"16124","Columbia College of Nursing","WI","Private/Non-Profit",17061,"2013-14"
"16125","Concordia University","WI","Private/Non-Profit",631202,"2013-14"
"16126","Edgewood College","WI","Private/Non-Profit",488293,"2013-14"
"16127","Fox Valley Technical College","WI","Public",510935,"2013-14"
"16128","Gateway Technical College","WI","Public",471592,"2013-14"
"16129","Herzing University","WI","Proprietary",1810932,"2013-14"
"16130","Lac Courte Oreilles Ojibwa Community College","WI","Public",27658,"2013-14"
"16131","Lakeland College","WI","Private/Non-Profit",592132,"2013-14"
"16132","Lakeshore Technical College","WI","Public",119926,"2013-14"
